Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,テスト用,Version1,TOI_Text2,1,文章6_2,,,例えば、1つの新聞記事を要約する作業は単一文書要約である。,,,50600,449280,,8207,274.0,113.0,887.0,30,31554.0,113.0,"複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,約","複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,約",2.62524,8207,274.0,113.0,887.0,30,31554.0,113.0,2.62524,9862,1972.0,357.0,4042.0,5,31554.0,3121.0,10011,2002.0,385.0,4060.0,5,31517.0,3157.0,0,,,0,,,20,31517.0,43115.0,208.91,302.83,,,5,例えば、1つの新聞記事を要約する作業は単一文書要約である。,Sentence,1.0,113.0,2221.0,5874.0,1.0,8207.0,6088.0,3867.0
Recording1,テスト用,Version1,TOI_Text2,1,文章6_2,,,複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,,,50600,449280,,6204,188.0,94.0,393.0,33,39306.0,153.0,"複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,約","複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,約",2.63263,5859,189.0,94.0,393.0,31,39306.0,153.0,2.63513,7343,1836.0,380.0,2755.0,4,39306.0,2001.0,7506,1877.0,424.0,2807.0,4,39291.0,2016.0,0,,,0,,,27,43115.0,41307.0,302.83,72.17,,,6,複数文書要約は、複数の文書を要約の対象として、それらから単一の要約を作成するものである。,Sentence,1.0,153.0,1663.0,6204.0,1.0,6204.0,8932.0,7269.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,典型的には、Googleニュースなどのニュース・アグリゲーターによって収集された同一事件に関する記事の集合を入力として、それらの簡潔な要約を作成するものである。,,,48619,499880,,9507,211.0,80.0,556.0,45,361.0,126.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.45434,9507,211.0,80.0,556.0,45,361.0,126.0,2.45434,11148,3716.0,430.0,10144.0,3,361.0,10144.0,11233,3744.0,463.0,10155.0,3,350.0,10155.0,0,,,0,,,37,38893.0,10505.0,101.23,170.43,,,1,典型的には、Googleニュースなどのニュース・アグリゲーターによって収集された同一事件に関する記事の集合を入力として、それらの簡潔な要約を作成するものである。,Sentence,1.0,0.0,0.0,0.0,,9507.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,,,48619,499880,,8568,238.0,87.0,823.0,36,10532.0,653.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.41048,8439,241.0,87.0,823.0,35,10532.0,653.0,2.41025,9441,1888.0,129.0,6617.0,5,10532.0,6617.0,9537,1907.0,164.0,6643.0,5,10505.0,6643.0,0,,,0,,,29,10505.0,38689.0,170.43,42.92,,,2,抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,Sentence,1.0,0.0,0.0,0.0,,8568.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,一方、生成的要約は、文書を一度何らかの中間表現（あるいは意味表現）に変換し、この中間表現を元に自然言語生成の技術を用いて要約を作成する。,,,48619,499880,,9074,206.0,70.0,518.0,44,17344.0,117.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.47329,9074,206.0,70.0,518.0,44,17344.0,117.0,2.47329,10392,3464.0,187.0,6620.0,3,17344.0,6620.0,10498,3499.0,203.0,6643.0,3,17321.0,6643.0,0,,,0,,,39,38689.0,23964.0,42.92,175.17,,,3,一方、生成的要約は、文書を一度何らかの中間表現（あるいは意味表現）に変換し、この中間表現を元に自然言語生成の技術を用いて要約を作成する。,Sentence,1.0,0.0,0.0,0.0,,9074.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,そのため、生成的要約によって作成された要約には元の文書に含まれていない表現が含まれることもありうる。,,,48619,499880,,2727,210.0,87.0,454.0,13,23994.0,156.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.43616,2727,210.0,87.0,454.0,13,23994.0,156.0,2.43616,3047,1524.0,1095.0,1952.0,2,23994.0,1952.0,3105,1552.0,1122.0,1982.0,2,23964.0,1982.0,0,,,0,,,11,23964.0,46311.0,175.17,254.0,,,4,そのため、生成的要約によって作成された要約には元の文書に含まれていない表現が含まれることもありうる。,Sentence,1.0,0.0,0.0,0.0,,2727.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,生成的要約には、文書を中間表現に正確に変換すること（すなわち、精度の高い自然言語理解を実現すること）、そこから要約を生成するための自然言語生成器が,,,48619,499880,,8830,232.0,78.0,581.0,38,26119.0,124.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.49904,8830,232.0,78.0,581.0,38,26119.0,124.0,2.49904,9987,4994.0,206.0,9782.0,2,26119.0,9782.0,10045,5022.0,252.0,9793.0,2,26108.0,9793.0,0,,,0,,,32,46311.0,35901.0,254.0,423.99,,,5,生成的要約には、文書を中間表現に正確に変換すること（すなわち、精度の高い自然言語理解を実現すること）、そこから要約を生成するための自然言語生成器が,Sentence,1.0,0.0,0.0,0.0,,8830.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text3,1,文章6_3,,,必要になるといった問題が存在するため、もっぱら研究の焦点は抽出的要約にあてられている。,,,48619,499880,,2515,229.0,125.0,562.0,11,0.0,135.0,"抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位","抽出的要約は、要約の対象となる文書に含まれる単語や句、文といった単位をうまく抽出し、それらを組み合わせることで要約を作成する。,位",2.47665,2380,238.0,125.0,562.0,10,36125.0,172.0,2.47805,2693,898.0,135.0,2173.0,3,0.0,135.0,2764,921.0,135.0,2193.0,3,0.0,135.0,0,,,0,,,8,36105.0,,73.6,,,,6,必要になるといった問題が存在するため、もっぱら研究の焦点は抽出的要約にあてられている。,Sentence,1.0,135.0,135.0,2515.0,1.0,2515.0,41221.0,41086.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,自,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,1.0,1.0,1,自,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,動,,,75892,373387,,356,178.0,158.0,197.0,2,1097.0,197.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.23787,356,178.0,158.0,197.0,2,1097.0,197.0,2.23787,356,178.0,158.0,197.0,2,1097.0,197.0,402,201.0,186.0,216.0,2,1079.0,216.0,0,,,0,,,0,1079.0,1295.0,57.96,151.68,2.0,1.0,1,動,Character,,0.0,0.0,0.0,,356.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,要,,,75892,373387,,355,177.0,176.0,179.0,2,9108.0,179.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.34077,355,177.0,176.0,179.0,2,9108.0,179.0,2.34077,355,177.0,176.0,179.0,2,9108.0,179.0,414,207.0,198.0,216.0,2,9089.0,198.0,0,,,0,,,0,9089.0,9287.0,59.37,172.03,3.0,1.0,1,要,Character,,0.0,0.0,0.0,,355.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,約,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,4.0,1.0,1,約,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,は,,,75892,373387,,149,149.0,149.0,149.0,1,930.0,149.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.32932,149,149.0,149.0,149.0,1,930.0,149.0,2.32932,149,149.0,149.0,149.0,1,930.0,149.0,168,168.0,168.0,168.0,1,911.0,168.0,0,,,0,,,0,911.0,1079.0,60.73,57.96,5.0,1.0,1,は,Character,,0.0,0.0,0.0,,149.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,、,,,75892,373387,,328,164.0,137.0,191.0,2,1787.0,137.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.32399,328,164.0,137.0,191.0,2,1787.0,137.0,2.32399,328,164.0,137.0,191.0,2,1787.0,137.0,378,189.0,157.0,222.0,2,1767.0,157.0,0,,,0,,,0,1767.0,1923.0,77.79,133.96,6.0,1.0,1,、,Character,,0.0,0.0,0.0,,328.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,コ,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,7.0,1.0,1,コ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,ン,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,8.0,1.0,1,ン,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,ピ,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,9.0,1.0,1,ピ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,ュ,,,75892,373387,,260,260.0,260.0,260.0,1,1321.0,260.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.18532,260,260.0,260.0,260.0,1,1321.0,260.0,2.18532,260,260.0,260.0,260.0,1,1321.0,260.0,286,286.0,286.0,286.0,1,1295.0,286.0,0,,,0,,,0,1295.0,1581.0,151.68,137.27,10.0,1.0,1,ュ,Character,,0.0,0.0,0.0,,260.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,ー,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,11.0,1.0,1,ー,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,タ,,,75892,373387,,97,97.0,97.0,97.0,1,9570.0,97.0,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",2.34425,97,97.0,97.0,97.0,1,9570.0,97.0,2.34425,97,97.0,97.0,97.0,1,9570.0,97.0,110,110.0,110.0,110.0,1,9557.0,110.0,0,,,0,,,0,9557.0,9667.0,41.42,221.04,12.0,1.0,1,タ,Character,,0.0,0.0,0.0,,97.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,文章6_1,,SV_Text_画面1,プ,,,75892,373387,,0,,,,0,,,"作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ","作成される要約は、要約の対象となる文書の最も重要な要素のみを残しているべきであり、いわゆる情報のオーバーロードに伴い自動要約に対する関心も増している。,あ",,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,13.0,1.0,1,プ,Character,,0.0,0.0,0.0,,0.0,0.0,0.0
