Recording,Participant,Timeline,TOI,Interval,Media,SV_rest,SV_Text,AOI,AOI_rest,AOI_sentence,Duration_of_interval,Start_of_interval,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,梅雨明けと共に日本の真夏は始まる。,,Tag1,52032,372143,Space,3691,284.0,145.0,846.0,13,1000.0,157.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.19245,3196,266.0,145.0,846.0,12,1000.0,157.0,2.18042,3985,1992.0,407.0,3578.0,2,1000.0,3578.0,4042,2021.0,443.0,3598.0,2,980.0,3598.0,0,,,0,,,10,5876.0,4578.0,128.96,252.58,,,1,梅雨明けと共に日本の真夏は始まる。,Sentence,1.0,0.0,0.0,0.0,,3691.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,,Tag2,52032,372143,Space,3951,232.0,128.0,372.0,17,4625.0,162.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.42108,3823,239.0,145.0,372.0,16,4625.0,162.0,2.4211,4358,1090.0,372.0,3002.0,4,4625.0,372.0,4479,1120.0,419.0,3027.0,4,4578.0,419.0,0,,,0,,,12,4578.0,5876.0,252.58,128.96,,,2,大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,Sentence,1.0,0.0,0.0,0.0,,3951.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,,Tag3,52032,372143,Space,7003,200.0,62.0,470.0,35,5228.0,157.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.43192,7003,200.0,62.0,470.0,35,5228.0,157.0,2.43192,7706,1101.0,102.0,4326.0,7,5228.0,157.0,7887,1127.0,109.0,4341.0,7,5217.0,167.0,0,,,0,,,27,10114.0,5385.0,64.31,86.79,,,3,梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,Sentence,1.0,0.0,0.0,0.0,,7003.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,,Tag4,52032,372143,Space,2732,182.0,70.0,330.0,15,13108.0,137.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.36617,2732,182.0,70.0,330.0,15,13108.0,137.0,2.36617,3038,1013.0,137.0,2258.0,3,13108.0,137.0,3122,1041.0,153.0,2277.0,3,13091.0,153.0,0,,,0,,,12,42590.0,13245.0,331.25,41.58,,,4,これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,Sentence,1.0,0.0,0.0,0.0,,2732.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,,Tag5,52032,372143,Space,3282,234.0,116.0,642.0,14,20126.0,116.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.50776,3282,234.0,116.0,642.0,14,20126.0,116.0,2.50776,3652,1826.0,1177.0,2474.0,2,20126.0,2474.0,3737,1868.0,1188.0,2548.0,2,20052.0,2548.0,0,,,0,,,12,20052.0,44470.0,447.95,147.49,,,5,日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,Sentence,1.0,0.0,0.0,0.0,,3282.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,,Tag6,52032,372143,Space,5788,263.0,65.0,980.0,22,22861.0,169.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.46995,5788,263.0,65.0,980.0,22,22861.0,169.0,2.46995,6362,3181.0,980.0,5382.0,2,22861.0,5382.0,6477,3239.0,1031.0,5447.0,2,22797.0,5447.0,0,,,0,,,19,41204.0,28244.0,314.05,342.88,,,6,風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,Sentence,1.0,0.0,0.0,0.0,,5788.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,,Tag7,52032,372143,Space,7728,276.0,129.0,582.0,28,28295.0,136.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.50097,7728,276.0,129.0,582.0,28,28295.0,136.0,2.50097,8230,4115.0,1339.0,6891.0,2,28295.0,6891.0,8291,4145.0,1349.0,6942.0,2,28244.0,6942.0,0,,,0,,,26,28244.0,35185.0,342.88,338.43,,,7,さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,Sentence,1.0,0.0,0.0,0.0,,7728.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text1,1,Text (1),,SV_Text1,夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,,Tag8,52032,372143,Space,5683,227.0,97.0,547.0,25,0.0,267.0,"大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,梅",,2.41669,5416,226.0,97.0,547.0,24,557.0,267.0,2.41621,6517,1629.0,167.0,5182.0,4,0.0,825.0,6609,1652.0,169.0,5247.0,4,0.0,825.0,0,,,0,,,19,35185.0,41204.0,338.43,314.05,,,8,夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,Sentence,1.0,267.0,535.0,5683.0,1.0,5683.0,39859.0,39324.0
Recording1,テスト用,Version1,TOI_Text2,1,Text (2),,SV_Text2,このような夏の典型的な気圧配置を南高北低型という。,,Tag9,28455,424175,Space,0,,,,0,,,"高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,り",,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,1,このような夏の典型的な気圧配置を南高北低型という。,Sentence,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
Recording1,テスト用,Version1,TOI_Text2,1,Text (2),,SV_Text2,高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,,Tag10,28455,424175,Space,6311,197.0,98.0,409.0,32,5109.0,168.0,"高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,り",,2.72764,6311,197.0,98.0,409.0,32,5109.0,168.0,2.72764,7516,1503.0,227.0,3554.0,5,5109.0,3554.0,7761,1552.0,277.0,3560.0,5,5103.0,3560.0,0,,,0,,,24,10167.0,8663.0,215.35,388.32,,,2,高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,Sentence,2.0,168.0,6084.0,6084.0,0.0,6311.0,6084.0,0.0
