iter	Passed	Remaining
407	5596	8120
408	5609	8105
409	5623	8092
410	5637	8078
411	5651	8065
412	5664	8051
413	5678	8037
414	5692	8024
415	5706	8010
416	5720	7997
417	5734	7984
418	5748	7970
419	5761	7956
420	5774	7941
421	5787	7927
422	5802	7914
423	5816	7901
424	5829	7886
425	5841	7871
426	5854	7856
427	5868	7843
428	5882	7829
429	5896	7815
430	5909	7802
431	5923	7787
432	5936	7773
433	5949	7759
434	5962	7744
435	5976	7730
436	5988	7715
437	6002	7702
438	6017	7689
439	6030	7675
440	6044	7662
441	6058	7648
442	6071	7634
443	6086	7622
444	6100	7609
445	6114	7594
446	6129	7582
447	6143	7569
448	6157	7556
449	6169	7540
450	6183	7527
451	6196	7512
452	6210	7498
453	6223	7484
454	6236	7470
455	6249	7455
456	6263	7442
457	6277	7428
458	6290	7413
459	6302	7398
460	6316	7385
461	6330	7371
462	6344	7358
463	6357	7344
464	6372	7331
465	6385	7316
466	6400	7305
467	6415	7292
468	6429	7279
469	6445	7267
470	6459	7255
471	6476	7244
472	6492	7233
473	6507	7221
474	6522	7208
475	6537	7196
476	6552	7184
477	6566	7171
478	6581	7159
479	6597	7146
480	6612	7134
481	6626	7121
482	6640	7107
483	6653	7093
484	6666	7079
485	6681	7066
486	6696	7053
487	6712	7042
488	6727	7030
489	6742	7017
490	6756	7004
491	6770	6990
492	6783	6976
493	6796	6961
494	6810	6948
495	6826	6936
496	6839	6922
497	6853	6908
498	6868	6896
499	6882	6882
500	6894	6867
501	6910	6855
502	6926	6843
503	6942	6831
504	6957	6819
505	6971	6806
506	6985	6792
507	6999	6778
508	7012	6764
509	7025	6750
510	7040	6736
511	7053	6723
512	7067	6708
513	7080	6694
514	7094	6681
515	7110	6669
516	7124	6655
517	7138	6642
518	7152	6628
519	7166	6615
520	7180	6601
521	7194	6588
522	7208	6574
523	7222	6561
524	7236	6547
525	7250	6533
526	7263	6519
527	7276	6504
528	7289	6490
529	7304	6477
530	7318	6464
531	7332	6450
532	7345	6436
533	7359	6421
534	7373	6409
535	7388	6396
536	7402	6382
537	7416	6369
538	7429	6354
539	7442	6340
540	7455	6325
541	7469	6311
542	7482	6297
543	7496	6283
544	7509	6269
545	7522	6255
546	7536	6241
547	7550	6227
548	7564	6213
549	7577	6199
550	7590	6185
551	7604	6171
552	7617	6157
553	7631	6143
554	7644	6129
555	7658	6115
556	7671	6101
557	7686	6088
558	7700	6074
559	7715	6062
560	7729	6048
561	7742	6034
562	7755	6019
563	7769	6005
564	7783	5992
565	7797	5978
566	7810	5964
567	7823	5950
568	7837	5936
569	7851	5922
570	7865	5909
571	7878	5895
572	7892	5881
573	7905	5866
574	7917	5852
575	7931	5838
576	7945	5824
577	7958	5810
578	7972	5796
579	7984	5782
580	7998	5768
581	8012	5754
582	8025	5740
583	8039	5726
584	8051	5711
585	8065	5698
586	8079	5684
587	8092	5670
588	8105	5656
589	8118	5641
590	8131	5627
591	8145	5613
592	8158	5599
593	8172	5585
594	8186	5572
595	8199	5558
596	8213	5544
597	8227	5530
598	8241	5517
599	8254	5503
600	8268	5489
601	8282	5475
602	8296	5461
603	8310	5448
604	8323	5434
605	8337	5420
606	8350	5406
607	8363	5392
608	8386	5384
609	8408	5375
610	8425	5363
611	8443	5352
612	8460	5341
613	8479	5330
614	8494	5318
615	8510	5304
616	8526	5292
617	8544	5281
618	8564	5271
619	8579	5258
620	8593	5244
621	8607	5231
622	8621	5217
623	8635	5203
624	8649	5189
625	8663	5175
626	8678	5162
627	8693	5149
628	8707	5135
629	8722	5122
630	8735	5108
631	8748	5094
632	8761	5079
633	8775	5065
634	8789	5052
635	8803	5038
636	8816	5024
637	8828	5009
638	8841	4995
639	8855	4981
640	8869	4967
641	8882	4953
642	8895	4938
643	8907	4924
644	8922	4910
645	8935	4896
646	8948	4882
647	8961	4867
648	8974	4853
649	8988	4839
650	9001	4825
651	9014	4811
652	9027	4797
653	9042	4783
654	9056	4770
655	9069	4756
656	9083	4742
657	9096	4728
658	9109	4713
659	9121	4698
660	9134	4684
661	9148	4671
662	9162	4657
663	9174	4642
664	9187	4628
665	9201	4614
666	9214	4600
667	9227	4586
668	9240	4571
669	9254	4557
670	9267	4544
671	9281	4530
672	9295	4516
673	9308	4502
674	9320	4487
675	9334	4474
676	9347	4459
677	9360	4445
678	9373	4431
679	9387	4417
680	9407	4406
681	9420	4392
682	9435	4379
683	9448	4365
684	9463	4351
685	9476	4337
686	9491	4324
687	9504	4310
688	9517	4296
689	9531	4282
690	9545	4268
691	9559	4254
692	9572	4240
693	9585	4226
694	9598	4212
695	9612	4198
696	9625	4184
697	9638	4170
698	9651	4156
699	9666	4142
700	9680	4129
701	9693	4115
702	9707	4100
703	9720	4086
704	9734	4073
705	9747	4059
706	9762	4045
707	9776	4032
708	9789	4018
709	9802	4003
710	9815	3989
711	9829	3975
712	9843	3962
713	9856	3947
714	9868	3933
715	9882	3920
716	9898	3906
717	9912	3893
718	9926	3879
719	9940	3865
720	9953	3851
721	9966	3837
722	9979	3823
723	9992	3809
724	10005	3795
725	10018	3781
726	10031	3767
727	10046	3753
728	10060	3740
729	10075	3726
730	10089	3712
731	10103	3699
732	10115	3684
733	10129	3670
734	10142	3656
735	10155	3642
736	10169	3628
737	10182	3614
738	10194	3600
739	10208	3586
740	10222	3573
741	10235	3559
742	10249	3545
743	10261	3531
744	10276	3517
745	10290	3503
746	10303	3489
747	10317	3476
748	10330	3461
749	10343	3447
750	10357	3434
751	10371	3420
752	10385	3406
753	10397	3392
754	10410	3378
755	10424	3364
756	10438	3350
757	10452	3337
758	10465	3323
759	10478	3308
760	10491	3294
761	10504	3281
762	10518	3267
763	10532	3253
764	10547	3240
765	10561	3226
766	10576	3212
767	10590	3199
768	10603	3185
769	10617	3171
770	10630	3157
771	10644	3143
772	10658	3130
773	10673	3116
774	10687	3102
775	10701	3089
776	10717	3075
777	10730	3061
778	10743	3047
779	10757	3034
780	10770	3020
781	10784	3006
782	10797	2992
783	10809	2978
784	10823	2964
785	10836	2950
786	10850	2936
787	10863	2922
788	10877	2908
789	10889	2894
790	10904	2881
791	10917	2867
792	10931	2853
793	10944	2839
794	10957	2825
795	10971	2811
796	10985	2798
797	10999	2784
798	11012	2770
799	11025	2756
800	11040	2742
801	11053	2728
802	11067	2715
803	11081	2701
804	11094	2687
805	11106	2673
806	11119	2659
807	11134	2645
808	11152	2633
809	11167	2619
810	11181	2605
811	11194	2591
812	11207	2577
813	11220	2564
814	11234	2550
815	11247	2536
816	11261	2522
817	11274	2508
818	11286	2494
819	11300	2480
820	11314	2466
821	11327	2452
822	11341	2439
823	11353	2425
824	11368	2411
825	11382	2397
826	11395	2383
827	11409	2370
828	11422	2356
829	11435	2342
830	11449	2328
831	11462	2314
832	11476	2300
833	11489	2286
834	11501	2272
835	11516	2259
836	11529	2245
837	11543	2231
838	11557	2217
839	11569	2203
840	11583	2190
841	11599	2176
842	11613	2162
843	11627	2149
844	11641	2135
845	11646	2120
846	11660	2106
847	11674	2092
848	11688	2078
849	11700	2064
850	11714	2050
851	11728	2037
852	11742	2023
853	11756	2009
854	11769	1996
855	11782	1982
856	11796	1968
857	11810	1954
858	11823	1940
859	11836	1926
860	11849	1913
861	11863	1899
862	11877	1885
863	11891	1871
864	11905	1858
865	11918	1844
866	11931	1830
867	11944	1816
868	11958	1802
869	11971	1788
870	11984	1774
871	11997	1761
872	12010	1747
873	12025	1733
874	12039	1719
875	12054	1706
876	12067	1692
877	12079	1678
878	12093	1664
879	12107	1651
880	12120	1637
881	12134	1623
882	12147	1609
883	12160	1595
884	12174	1581
885	12188	1568
886	12201	1554
887	12216	1540
888	12228	1526
889	12242	1513
890	12256	1499
891	12269	1485
892	12282	1471
893	12294	1457
894	12308	1444
895	12322	1430
896	12335	1416
897	12348	1402
898	12361	1388
899	12375	1375
900	12389	1361
901	12402	1347
902	12415	1333
903	12429	1319
904	12442	1306
905	12456	1292
906	12469	1278
907	12483	1264
908	12495	1250
909	12508	1237
910	12522	1223
911	12536	1209
912	12550	1195
913	12564	1182
914	12578	1168
915	12592	1154
916	12606	1141
917	12619	1127
918	12633	1113
919	12647	1099
920	12659	1085
921	12672	1072
922	12686	1058
923	12700	1044
924	12714	1030
925	12727	1017
926	12739	1003
927	12754	989
928	12769	975
929	12783	962
930	12797	948
931	12811	934
932	12824	920
933	12838	907
934	12854	893
935	12869	879
936	12884	866
937	12898	852
938	12912	838
939	12926	825
940	12939	811
941	12953	797
942	12967	783
943	12981	770
944	12994	756
945	13007	742
946	13020	728
947	13034	714
948	13048	701
949	13063	687
950	13076	673
951	13090	660
952	13102	646
953	13116	632
954	13129	618
955	13143	604
956	13155	591
957	13168	577
958	13183	563
959	13198	549
960	13211	536
961	13226	522
962	13239	508
963	13253	494
964	13265	481
965	13279	467
966	13293	453
967	13306	439
968	13321	426
969	13333	412
970	13347	398
971	13361	384
972	13374	371
973	13388	357
974	13401	343
975	13415	329
976	13428	316
977	13441	302
978	13455	288
979	13468	274
980	13481	261
981	13495	247
982	13508	233
983	13521	219
984	13534	206
985	13548	192
986	13561	178
987	13575	164
988	13589	151
989	13602	137
990	13615	123
991	13629	109
992	13643	96
993	13657	82
994	13669	68
995	13682	54
996	13696	41
997	13709	27
998	13724	13
999	13738	0
