iter	MultiClass
651	0.05898842638
652	0.05884943343
653	0.05866399872
654	0.05859619446
655	0.05844112538
656	0.05831683957
657	0.05819357352
658	0.0580544923
659	0.05791885531
660	0.05782942926
661	0.05769269716
662	0.05760528124
663	0.05753630761
664	0.05741787533
665	0.05733057494
666	0.0571928981
667	0.05702256194
668	0.05692633178
669	0.05676916087
670	0.05665243401
671	0.05655048659
672	0.05640356237
673	0.05626061322
674	0.05614085085
675	0.05593999982
676	0.05578924406
677	0.05568197743
678	0.05554208049
679	0.05544420963
680	0.05531145935
681	0.0552077939
682	0.05505322175
683	0.05492370193
684	0.05479894462
685	0.05468153519
686	0.05456599883
687	0.05449510563
688	0.05438534921
689	0.05425279711
690	0.05410317613
691	0.05399145536
692	0.05386406296
693	0.0537341008
694	0.0535678134
695	0.05342804962
696	0.0532811773
697	0.05316477884
698	0.05306284428
699	0.05295376983
700	0.05288845823
701	0.05284691709
702	0.0527470693
703	0.05262472504
704	0.05253448298
705	0.05238332607
706	0.05227553066
707	0.05214982088
708	0.05207261024
709	0.0519572033
710	0.05185648921
711	0.0517210326
712	0.05164478698
713	0.05149845197
714	0.05135780907
715	0.05127296053
716	0.05112926871
717	0.05101680301
718	0.05091509919
719	0.05078861367
720	0.05069631788
721	0.05064687715
722	0.05054016042
723	0.05045000696
724	0.05033299447
725	0.0501911707
726	0.05008332778
727	0.05000485179
728	0.04991376645
729	0.04980873004
730	0.04968833795
731	0.04958704985
732	0.04949793331
733	0.04936708272
734	0.0492509866
735	0.04914506742
736	0.04909407271
737	0.04900178879
738	0.04893967264
739	0.04884307619
740	0.04874095913
741	0.04866946349
742	0.04859248338
743	0.04849422863
744	0.04838421051
745	0.04831426228
746	0.04821459085
747	0.04806887388
748	0.04798553595
749	0.04789386207
750	0.04781949002
751	0.04772429382
752	0.04762167592
753	0.04754627943
754	0.04748904837
755	0.04741378005
756	0.0473250301
757	0.04725974462
758	0.04712267801
759	0.04703728564
760	0.04696103624
761	0.0468575398
762	0.0467629724
763	0.04668331653
764	0.04659598868
765	0.04652618736
766	0.04648000112
767	0.04639035219
768	0.04629195342
769	0.04617622056
770	0.04609444735
771	0.04600181
772	0.04592968441
773	0.04586418928
774	0.04576252323
775	0.04567194542
776	0.04556280699
777	0.04546947853
778	0.04542120919
779	0.0453184813
780	0.04524144196
781	0.0451176195
782	0.04501893433
783	0.04492040377
784	0.04484556388
785	0.04476035057
786	0.04469003575
787	0.04463387593
788	0.04456876405
789	0.04452069955
790	0.04438998784
791	0.04429628783
792	0.04421048271
793	0.04415693706
794	0.04408753155
795	0.04401249539
796	0.04393620916
797	0.04384286402
798	0.04378887358
799	0.04370882275
800	0.04362953639
801	0.04359781271
802	0.04350661366
803	0.0434272601
804	0.04335640882
805	0.04326907363
806	0.04318590615
807	0.04306164324
808	0.04299642537
809	0.04291634928
810	0.04282825554
811	0.04277307951
812	0.04270069477
813	0.04264329073
814	0.04258044817
815	0.04252401538
816	0.0424795752
817	0.04239308706
818	0.04229935196
819	0.04221067923
820	0.04216334142
821	0.04211394197
822	0.04204168916
823	0.04199811803
824	0.04192317439
825	0.04182666324
826	0.04173243335
827	0.04166021212
828	0.0415759467
829	0.0415041352
830	0.04144374882
831	0.04135854183
832	0.04129721351
833	0.04122901429
834	0.04115139315
835	0.04110220759
836	0.04101811636
837	0.04094203742
838	0.04086936695
839	0.04082515935
840	0.04075787368
841	0.04069638035
842	0.04063027737
843	0.04056860402
844	0.04049696292
845	0.04044188604
846	0.04039323498
847	0.0403439325
848	0.04026425482
849	0.04019520063
850	0.04012130045
851	0.04007772236
852	0.04000197472
853	0.03992318585
854	0.03983838483
855	0.03979468703
856	0.03971588597
857	0.03965804534
858	0.03959269622
859	0.03952124601
860	0.03945051139
861	0.03938790366
862	0.0393477126
863	0.03930778511
864	0.03925204333
865	0.03917549916
866	0.03908249944
867	0.03902159484
868	0.03894672054
869	0.03890499512
870	0.03882836893
871	0.038781625
872	0.03875271046
873	0.03869047049
874	0.03861038416
875	0.03856358143
876	0.03853040474
877	0.03846586313
878	0.03842126289
879	0.03834991425
880	0.03830459744
881	0.03824123962
882	0.03820190466
883	0.03812124348
884	0.03804356739
885	0.03800791559
886	0.03793970985
887	0.03790331516
888	0.0378604235
889	0.03779282303
890	0.03776682378
891	0.03770633019
892	0.03764233521
893	0.03758688183
894	0.0375117028
895	0.03743408896
896	0.03737112328
897	0.03732920154
898	0.03727064758
899	0.03721839174
900	0.03716659307
901	0.03711224971
902	0.0370476216
903	0.03699349198
904	0.03692244223
905	0.03688207938
906	0.03682971664
907	0.03676293877
908	0.03673656821
909	0.03669297845
910	0.03664561485
911	0.03657885284
912	0.03654088679
913	0.03649316125
914	0.0364327052
915	0.03638078106
916	0.03633803673
917	0.03631495948
918	0.03625470841
919	0.03621492591
920	0.03616434165
921	0.03613079787
922	0.03608450985
923	0.03601442143
924	0.03597586992
925	0.03592224971
926	0.03587059142
927	0.03582346222
928	0.03577325119
929	0.03571695963
930	0.03566417638
931	0.03560389595
932	0.03554052445
933	0.03551618188
934	0.03544821779
935	0.03538893326
936	0.03534076974
937	0.0352947027
938	0.03524196844
939	0.03518089381
940	0.03514829015
941	0.03510369438
942	0.03506688164
943	0.03503877757
944	0.0349853537
945	0.03495173487
946	0.03489743907
947	0.03484352257
948	0.03479646675
949	0.03475322366
950	0.03470747112
951	0.03465639882
952	0.03461092747
953	0.0345605489
954	0.03450314234
955	0.03445392442
956	0.03440301954
957	0.03435024858
958	0.03431174377
959	0.03426553091
960	0.03421180526
961	0.03416627252
962	0.03412916879
963	0.0340795135
964	0.03403593622
965	0.03398890257
966	0.03393750667
967	0.03388967216
968	0.03383671555
969	0.03379987508
970	0.03374402474
971	0.03370355413
972	0.03365839784
973	0.03360035
974	0.03357575817
975	0.0334966299
976	0.03344685325
977	0.03340460775
978	0.03334188289
979	0.0332949081
980	0.03326121078
981	0.0332104413
982	0.03316803898
983	0.03309268036
984	0.03305379235
985	0.03299263002
986	0.03294807458
987	0.03287984616
988	0.03282671556
989	0.03279062898
990	0.03276131571
991	0.03271480877
992	0.03267015512
993	0.03262249537
994	0.03260277691
995	0.03257044058
996	0.03253916322
997	0.03249887917
998	0.03246060523
999	0.03241743926
