総文字数,総名詞数,文の長さの平均（語数）,初級語彙の比率（％）,初級語彙の数,語彙の総数,カタカナ語使用率（名詞＋動詞）,高頻度語使用率（延べ語）,漢字使用率,漢字難易度（常）,漢字難易度（外）
73,6,45.00,67.57,25,37,0.00,0.73,0.23,0.18,0.06
