sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.8203372,0.923652,0.9321896,0.951822,0.944711,0.930859
0.8299787,0.95474154,0.9691171,0.96914095,0.9642013,0.96071035
0.4670244,0.90146756,0.91976655,0.92465407,0.9021036,0.90960735
0.74085367,0.9409991,0.9570264,0.946097,0.9398251,0.9259148
0.7680778,0.94743913,0.95426154,0.96047604,0.9447113,0.93267226
0.7879906,0.94682705,0.95330477,0.9621144,0.9506404,0.9528774
0.70555395,0.95744795,0.96897215,0.97259235,0.969156,0.9611665
0.7838215,0.9424925,0.9504477,0.96933347,0.9445825,0.947053
0.76410055,0.9403864,0.95487064,0.96773857,0.9541526,0.94574434
0.7397726,0.89485836,0.9324309,0.9510901,0.93714637,0.91739357
0.67531574,0.9572808,0.95388347,0.965597,0.9531776,0.9588357
0.7880424,0.9487943,0.9627302,0.9710654,0.95251304,0.94459444
0.5291857,0.8701361,0.8496782,0.8615382,0.85788244,0.81391126
0.67522025,0.9040141,0.9357213,0.93575895,0.9131148,0.9295846
0.6220957,0.93035215,0.93642926,0.93879175,0.9191402,0.9176114
0.68359274,0.931932,0.9529051,0.96536887,0.94166344,0.93828005
0.773287,0.9255843,0.95510864,0.96728635,0.9528533,0.94776464
0.76899457,0.9396738,0.95980877,0.9590794,0.95804423,0.94416386
0.5448557,0.9379603,0.94526404,0.9577972,0.944732,0.93398154
0.5474594,0.9217286,0.9122219,0.9421226,0.9093241,0.91442716
0.8063634,0.93179226,0.95388484,0.96718055,0.9493908,0.94577867
0.65666884,0.9280521,0.93830746,0.9455528,0.9294862,0.92153585
0.6530341,0.9292771,0.9373492,0.9617824,0.89159536,0.9273179
0.6229501,0.9503209,0.9662438,0.9734812,0.9522453,0.9534657
