sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.4625475,0.89166856,0.91994244,0.9413808,0.9135926,0.9257423
0.6774317,0.92726856,0.9452616,0.95171654,0.93254393,0.93135476
0.6532017,0.96035033,0.9713565,0.97402453,0.9565104,0.9493416
0.8062618,0.9544694,0.9698099,0.9718434,0.9580665,0.9571407
0.70764095,0.9585468,0.9670123,0.9752897,0.9635192,0.95792747
0.48301283,0.95138675,0.95541316,0.96550566,0.95323884,0.9426952
0.71392024,0.944643,0.9590964,0.96259975,0.9357468,0.9466613
0.74167657,0.9271057,0.95558983,0.96014994,0.9453009,0.9474699
0.4523238,0.9325853,0.9372381,0.9511431,0.90136296,0.9102549
0.81473553,0.9514708,0.96171457,0.96890557,0.9484738,0.94935554
0.7030648,0.955566,0.97040415,0.9727067,0.9585171,0.9579801
0.77176976,0.95466506,0.96191543,0.9732936,0.95635444,0.95725065
0.6851195,0.9598895,0.9721415,0.97763413,0.96470296,0.9643145
0.74046534,0.95214814,0.9590626,0.9726616,0.9554105,0.95694244
0.73694897,0.95878196,0.9651033,0.973819,0.9579385,0.9615043
0.5310904,0.9113226,0.92896444,0.94426435,0.901011,0.9264642
0.58060807,0.9222973,0.93525225,0.9463134,0.92446005,0.9390184
0.66481024,0.9504621,0.9528972,0.9594064,0.9462767,0.9384241
0.6983528,0.96100974,0.96482986,0.9653943,0.96260697,0.95972854
