,sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
104,17.194904,11.851328,13.513985,7.522571,14.076168,10.164475
105,17.259718,11.610648,13.293557,7.2581472,12.85723,10.581559
106,15.471827,11.596966,13.183033,6.942458,13.467417,9.912143
107,16.193499,11.686017,13.447459,7.3178606,13.282701,10.748714
108,16.916199,11.370737,13.375842,7.3315334,13.303764,9.723412
109,16.897903,11.802433,13.374478,7.3166895,12.833317,10.395579
110,17.005955,11.350822,12.919325,7.0425096,13.995393,10.405121
111,16.248283,11.8638735,13.411616,7.242644,13.005973,9.95764
112,16.242146,12.005556,13.352585,7.228476,12.75328,9.917523
113,16.441254,11.71425,13.273159,7.133577,12.865166,10.406634
114,16.281742,11.844223,13.301865,7.222642,13.0781555,10.020009
115,16.818504,11.883191,13.468769,7.428458,13.860567,10.1279545
116,15.676679,12.039739,13.626833,7.241344,12.705202,9.935986
117,17.975569,11.606397,13.413868,7.429235,14.453299,9.535006
118,17.553621,11.655871,13.618151,7.3613963,14.0727825,10.173339
119,15.505198,11.489444,12.922544,7.2508326,14.508872,10.096245
120,15.486577,11.987702,13.333331,7.5274305,13.875886,10.026482
121,15.856079,11.901633,13.608556,7.509554,12.792999,10.3683405
122,14.552115,11.301762,13.05098,7.094922,13.21034,10.225835
123,17.440506,12.036369,13.806813,7.7426443,15.340996,10.174663
124,16.709192,11.549944,13.286257,7.4011784,13.432884,9.7664175
125,15.657667,11.619069,13.441466,7.350017,15.458247,10.554306
126,16.942678,11.531358,13.573992,7.404637,13.757103,10.139697
127,17.157042,11.592029,13.487397,7.4198008,14.736143,10.289717
128,16.799103,12.229438,13.509413,7.552344,15.254297,10.133188
129,18.577896,11.4729595,13.742894,7.5650163,14.19004,9.838124
130,18.21442,11.803675,13.441029,8.0385685,16.882961,10.211984
131,15.753252,11.216037,13.28378,7.5445676,15.5597105,10.54267
132,17.137342,11.330905,13.459041,7.2202063,13.330783,9.668889
133,16.531979,11.705184,13.408403,7.222911,13.404734,10.379566
134,14.554513,11.446549,13.033419,7.1610117,14.638048,9.831285
135,17.684273,11.902132,13.636582,7.4925222,13.787912,10.291855
136,17.394627,11.538019,13.408334,7.343265,14.524998,10.440379
137,17.257164,11.753796,13.435284,7.2742853,13.8228655,10.895118
138,16.194422,11.707643,13.568266,7.3215985,13.068522,9.537502
139,18.783339,11.756569,13.767168,7.6270113,15.396741,9.800053
140,14.24026,11.250638,13.0039425,7.0026236,13.750229,10.064388
141,19.344818,12.218376,13.90228,8.074943,13.938386,9.886836
142,17.235216,12.345601,13.547044,7.588279,13.646975,10.378989
143,14.970753,11.444472,13.123796,7.0743127,13.206788,10.34843
144,19.69571,12.936894,14.008686,9.205978,20.369293,10.116776
145,16.167065,11.605843,13.273527,7.1620836,13.590881,9.743957
146,17.683828,11.911371,13.758655,7.6538224,13.992082,10.370078
147,18.774815,11.833132,13.7898445,7.738254,13.844396,10.538996
148,16.444895,15.923723,19.410515,19.20436,21.957462,12.975234
149,18.203173,14.419289,14.613023,11.464136,16.416796,14.808446
150,17.878878,11.864038,13.278226,7.2684627,13.169798,9.978044
151,14.97337,11.620684,13.203626,7.4221134,13.54042,9.621809
152,15.3853245,11.771013,13.294339,7.1959615,13.395139,10.016153
153,16.47592,11.804443,13.262995,7.3096366,12.43251,10.082422
154,15.328143,11.753853,13.103252,7.294263,12.707915,10.465628
155,15.841889,11.379226,13.156954,7.1573863,12.700742,9.770893
156,17.054667,11.858662,13.227689,7.4999967,13.714075,9.936187
157,18.189177,12.064463,13.317607,7.861722,11.640657,9.766935
158,17.099838,11.677424,13.33506,7.3042207,13.777726,10.385561
159,17.4461,11.89569,13.776102,7.5767555,13.076905,10.152344
160,16.820944,11.618605,13.325141,7.098619,13.1437845,10.135944
161,15.622683,11.57001,12.97635,7.0070925,12.920293,10.241018
162,16.178658,11.790538,13.470522,7.287283,13.172944,10.035719
163,16.414045,11.53703,13.475031,7.292306,12.091936,9.891305
164,15.036973,11.484523,12.887359,6.9873075,12.885584,10.23792
165,15.762438,11.387805,12.893765,6.9425898,12.9982395,10.140298
166,15.877986,11.361133,13.109833,7.4454794,14.254014,10.35671
167,15.794617,11.513711,13.073163,7.0060277,12.328593,10.111171
168,16.27371,11.892223,13.679466,7.630449,13.105204,10.435335
169,16.338148,11.887378,13.134986,7.1377106,13.228353,10.448945
170,17.206535,11.492106,12.818328,7.1100388,12.70977,10.140176
171,15.659198,11.766528,13.087589,7.185936,12.017149,9.958022
172,17.958931,11.755409,13.574949,7.670325,13.229787,9.863431
173,16.617874,11.565402,13.022831,7.090287,12.839111,9.99037
174,17.25081,11.450485,13.404493,7.3034387,12.65389,9.495197
175,17.433077,12.092271,13.7195215,8.42153,15.451809,10.342335
176,16.91844,11.515951,13.388043,7.14215,12.549791,9.969641
177,14.742604,11.698776,13.228778,7.0728836,13.261227,10.253362
178,15.9742155,11.750634,13.418047,7.2727494,13.740029,9.773562
179,14.838249,11.582051,13.289855,7.100612,12.540466,10.674218
180,14.860066,11.705999,13.28993,7.2050967,13.857344,10.541689
