sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.59787333,0.92391217,0.93161225,0.9356781,0.9183393,0.9105903
0.56303626,0.92801845,0.94761,0.95605785,0.9286962,0.93437475
0.61624175,0.92315686,0.934135,0.91896117,0.9159609,0.9019004
0.50136703,0.9321788,0.95551676,0.961148,0.9456524,0.9549243
0.5034546,0.91165435,0.9280795,0.9398695,0.92337793,0.90603215
0.36535567,0.92709714,0.9463578,0.95270765,0.93460214,0.94047594
0.6235488,0.9123599,0.9384593,0.9519724,0.92443126,0.9400261
0.6230955,0.93715674,0.95896757,0.9604651,0.94750416,0.93454605
0.44442043,0.9389285,0.9549187,0.9557239,0.93847775,0.9432302
0.34191123,0.89852476,0.9062866,0.93552506,0.8552988,0.8672869
0.64706767,0.92858684,0.94605386,0.9536525,0.94468164,0.9395301
0.40382695,0.81612295,0.8891262,0.86672276,0.8794148,0.8840784
0.5237151,0.9269119,0.94220066,0.9585154,0.94341433,0.94965845
0.38003775,0.9074865,0.90406954,0.9309592,0.8878082,0.87726015
0.58931553,0.9246233,0.9273744,0.93721515,0.9367859,0.91495556
0.6523345,0.9276299,0.9339895,0.95335597,0.9324249,0.9459094
0.5867439,0.93432164,0.9424528,0.9507675,0.947105,0.9336598
0.56891245,0.91882694,0.93364024,0.9332434,0.92604023,0.92695165
0.54489136,0.9201474,0.8960915,0.9413384,0.89955056,0.9192728
0.22615308,0.8504099,0.89561915,0.88731766,0.8589014,0.85735685
0.16351649,0.868622,0.90114,0.89731264,0.8553104,0.84985965
0.373252,0.915582,0.9163622,0.9403481,0.89569885,0.89860684
0.74846834,0.9536171,0.96541786,0.96331406,0.9552846,0.9454684
0.50234485,0.9339567,0.9488792,0.9610724,0.9391582,0.95391643
0.7786947,0.93138343,0.93215406,0.95521474,0.8806778,0.926441
0.6315357,0.94159925,0.95309365,0.93879086,0.9341899,0.9412148
0.6000054,0.9046255,0.92630213,0.92664313,0.8931047,0.91286975
0.511055,0.8911698,0.9030549,0.94191337,0.9066752,0.88933927
0.7345929,0.95159495,0.9553891,0.9643968,0.93326783,0.95603985
0.6507891,0.9409507,0.95055753,0.9663864,0.94285214,0.9518513
0.6613009,0.94357425,0.95082104,0.9610028,0.94548094,0.94698477
0.65966076,0.9382679,0.96164036,0.9620151,0.95081276,0.95560837
