sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.5514289,0.93380165,0.94133645,0.9682441,0.9496294,0.9499221
0.55445266,0.9588659,0.9646126,0.9614859,0.9565152,0.9462708
0.5202517,0.884445,0.9239694,0.8874192,0.90993047,0.91892064
0.595701,0.94217885,0.94534075,0.9661102,0.9361869,0.92533976
0.58833045,0.95049965,0.9620047,0.95520794,0.9515693,0.95123947
0.63904357,0.9101036,0.9075334,0.95661324,0.90633017,0.8974341
0.52344847,0.93004674,0.9541748,0.9605957,0.94082665,0.94406575
0.3528599,0.91913885,0.92734474,0.9466862,0.9405441,0.9330484
0.43783605,0.9453879,0.9459036,0.9550741,0.90432453,0.92926466
0.61290145,0.95695764,0.9537945,0.9627559,0.94396013,0.92228
0.5554477,0.94575393,0.94223374,0.96492827,0.9458222,0.9284665
0.6012468,0.9440065,0.9524025,0.9407049,0.93754846,0.938027
0.59882015,0.9569748,0.9701508,0.97578007,0.962083,0.9689717
0.41909894,0.9561655,0.95676345,0.97226864,0.94765824,0.95137745
0.6712648,0.9578045,0.9583902,0.9694883,0.9629099,0.95573115
0.6827363,0.9428029,0.9512005,0.9639477,0.9512096,0.9524047
0.6562867,0.9566167,0.9634897,0.96913606,0.96044177,0.96094036
0.6183053,0.9415569,0.9457064,0.9643272,0.9420254,0.9430948
