sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.5562927,0.9535428,0.95936257,0.96815455,0.954908,0.94869864
0.6477982,0.9467578,0.96524215,0.95998317,0.962166,0.9549087
0.7790524,0.9408792,0.95596987,0.96734184,0.9588146,0.95277286
0.61168706,0.95581686,0.9635246,0.95711344,0.9593326,0.94955236
0.6592016,0.94012594,0.94953597,0.9644508,0.9264107,0.93905634
0.7389778,0.96535385,0.9693882,0.96150327,0.9529141,0.96098584
0.6146985,0.94309133,0.9505141,0.96511936,0.94916964,0.9391331
0.51689434,0.8945867,0.9169964,0.9284525,0.88626087,0.8928252
0.5551807,0.91004366,0.9305185,0.91886014,0.91350746,0.91857255
0.63557506,0.94696903,0.9576229,0.9692209,0.94580925,0.95120513
0.34659925,0.9351956,0.9426009,0.9607399,0.9319632,0.9320289
0.70705116,0.9161525,0.9237576,0.92732644,0.92042726,0.9298607
0.76624954,0.965525,0.9676442,0.96113926,0.95529336,0.95403975
0.8072899,0.9677362,0.97433585,0.968713,0.9705343,0.96835434
0.45691362,0.93550426,0.9402728,0.9456449,0.9213211,0.91734654
0.4335669,0.9311955,0.9368751,0.94141865,0.92217153,0.9108067
0.5453303,0.9384352,0.9532437,0.9653631,0.9457214,0.9466313
0.520958,0.943283,0.949677,0.9572516,0.9465855,0.9434251
0.7367548,0.9439899,0.9510712,0.967438,0.94756204,0.9527618
0.6914994,0.94140095,0.9534647,0.9688712,0.9440262,0.9569645
0.72360116,0.9174558,0.93820286,0.96003556,0.92574406,0.93622065
