sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.7293059,0.9227602,0.9471009,0.9612462,0.94200987,0.94493353
0.60967195,0.9173313,0.9164711,0.945889,0.8985118,0.9326976
0.3990017,0.9390222,0.9459001,0.9616035,0.9343332,0.92713326
0.64527804,0.9353191,0.9418487,0.96282595,0.9414252,0.9438066
0.6891676,0.9370188,0.9599778,0.9661666,0.955829,0.95190895
0.7771772,0.9452002,0.97185785,0.96939474,0.9454643,0.9568088
0.7480791,0.95368326,0.96248984,0.97641873,0.9508729,0.9585814
0.74164903,0.9525236,0.95875955,0.9662399,0.9437357,0.9526933
0.7654959,0.94277424,0.9569566,0.97175205,0.9428865,0.9615196
0.7668846,0.95423204,0.9690176,0.96626765,0.96150047,0.96445733
0.76835775,0.95419383,0.95649827,0.96892637,0.9533669,0.95748293
0.7967146,0.9519198,0.95170724,0.96739674,0.9284259,0.9577546
0.4865247,0.91965216,0.932593,0.94214875,0.9155412,0.92643046
0.7811429,0.9438357,0.95855933,0.967318,0.94736725,0.9486681
0.5599927,0.9409637,0.94649345,0.95016044,0.91215944,0.9287478
