sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.5016964,0.927104,0.9320256,0.9402003,0.88597584,0.90117896
0.6347902,0.9353213,0.93458515,0.9583665,0.92623544,0.9293069
0.40255183,0.94655776,0.9485966,0.9608969,0.9370455,0.9381189
0.74832475,0.94484353,0.9491687,0.9615376,0.9511121,0.94449335
0.71521866,0.95139533,0.96239626,0.9665061,0.95832735,0.9603427
0.3922906,0.93920666,0.9442053,0.9556425,0.9362567,0.9442553
0.6023103,0.9411377,0.95914614,0.9692586,0.9531026,0.9508136
0.59223056,0.9592736,0.96706355,0.9672415,0.95238656,0.9505029
0.54264146,0.9153572,0.9307471,0.9464961,0.92043436,0.91851854
0.7970455,0.95983624,0.95982814,0.96835876,0.9565108,0.95101184
0.6443731,0.9051014,0.92168176,0.9466625,0.88019055,0.92559963
0.5768424,0.9362421,0.9315163,0.939067,0.9186612,0.92632806
0.7014954,0.9426284,0.9575677,0.96741414,0.9424604,0.9499048
0.54040605,0.9378838,0.9481084,0.9600745,0.9267639,0.95071095
0.69531256,0.93498653,0.9638604,0.9691307,0.9477242,0.95321435
0.45392668,0.93440324,0.95325804,0.95132416,0.93814385,0.926127
0.52067393,0.9403347,0.93765086,0.967759,0.9366715,0.9503007
0.45002532,0.94043183,0.9361859,0.96024334,0.93848586,0.94718134
0.29643375,0.822865,0.87155205,0.77697575,0.87121457,0.873789
0.67951804,0.95025915,0.9587693,0.9709546,0.9437491,0.93518513
0.60565597,0.9295205,0.9295669,0.94635016,0.9164933,0.9321791
0.5110272,0.9267383,0.94253516,0.9498881,0.9400025,0.93137157
0.7406835,0.9291336,0.94817525,0.9441561,0.92158765,0.911362
0.56055266,0.94284546,0.954336,0.9625923,0.93130016,0.9393951
0.5918439,0.9512473,0.9608881,0.98001724,0.9543687,0.9669947
0.54601485,0.94282806,0.95009273,0.96516633,0.9254005,0.944181
0.6795113,0.9587257,0.96527594,0.9698374,0.9523022,0.9503514
0.4233847,0.9471905,0.9507046,0.9605862,0.94401294,0.9478738
0.32038268,0.92878073,0.94296545,0.95517343,0.9193929,0.92148083
0.42692542,0.8290619,0.8923672,0.89020926,0.86556065,0.8728328
0.52836716,0.935114,0.9518289,0.9729184,0.9414851,0.94925004
0.47858873,0.92995435,0.9420676,0.9588224,0.91966075,0.92796487
0.3296629,0.9049755,0.914287,0.93993396,0.90450907,0.91319144
0.70851403,0.9200767,0.9449946,0.944966,0.9249746,0.93708825
0.5489977,0.94030786,0.95290476,0.966354,0.9130418,0.9443953
