sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6868588,0.96507114,0.9571456,0.9748457,0.95920753,0.9603275
0.69734466,0.9561604,0.9623705,0.9670349,0.94540304,0.9540093
0.67215496,0.96059006,0.9730951,0.9794828,0.9603417,0.9678979
0.7060054,0.9502803,0.9505886,0.954607,0.9461482,0.9409794
0.65149426,0.94932854,0.9584493,0.9686684,0.9528339,0.95664465
0.58330524,0.9347273,0.9493306,0.9597487,0.9387401,0.927766
0.67128384,0.9574137,0.96323127,0.96646214,0.9564924,0.95804054
0.51323926,0.94387186,0.95665395,0.9612524,0.94698584,0.946642
0.5704088,0.94104093,0.9500027,0.95282346,0.9262176,0.94034
0.7193606,0.94552875,0.96197444,0.97064745,0.95532936,0.94508016
0.6965688,0.95930254,0.9707362,0.9730307,0.9641673,0.9651369
0.73733604,0.9561633,0.9629222,0.9674602,0.9532865,0.9465483
0.6904705,0.95984745,0.9690233,0.9737615,0.9600579,0.958919
0.30933192,0.86657655,0.90026325,0.8664595,0.87849575,0.8589263
0.6875799,0.966798,0.97188663,0.9634768,0.96508324,0.95668733
0.8253643,0.970187,0.9720047,0.9658645,0.96839917,0.96136063
0.7193133,0.95138085,0.95831186,0.95947975,0.95307964,0.9618777
0.7015275,0.96454144,0.97024125,0.9717756,0.96456444,0.9669213
0.7449314,0.9588992,0.960336,0.9658085,0.9437542,0.9432813
0.7490332,0.959537,0.96803194,0.9739388,0.96415627,0.9677639
0.53733635,0.9127417,0.9420456,0.9289428,0.933699,0.9301254
0.76181775,0.9485206,0.966977,0.973382,0.95934474,0.9532993
0.6299547,0.9590066,0.9633723,0.9687405,0.95784116,0.94943434
0.7257701,0.96747714,0.9724926,0.9794692,0.9660198,0.9660237
0.7122223,0.9662791,0.9721802,0.9782817,0.9676341,0.9666025
0.65809894,0.9492585,0.94963574,0.9685854,0.9430469,0.95688313
0.36947924,0.95739955,0.9602315,0.9682602,0.9519026,0.95456105
0.7126436,0.943859,0.9587377,0.9673339,0.95162755,0.95548475
0.7768601,0.9696589,0.9665949,0.981435,0.9698786,0.9709896
0.70635366,0.96183914,0.9721489,0.970869,0.95781344,0.9625678
0.7234821,0.9490308,0.9612949,0.97352463,0.9345754,0.9598464
0.7026999,0.9398902,0.9513409,0.95053667,0.93812853,0.937793
