sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.80928916,0.953876,0.9640499,0.97599524,0.957357,0.95679975
0.74424523,0.9507764,0.96353614,0.97246486,0.9501555,0.96138585
0.74194956,0.95883423,0.96563745,0.97197175,0.96447176,0.96645117
0.6480445,0.9286676,0.939362,0.96146333,0.94621533,0.9350441
0.67907757,0.9568006,0.9617354,0.9760705,0.95447737,0.96288764
0.7057213,0.9737267,0.97780454,0.9792863,0.9723523,0.9687694
0.74149394,0.9416004,0.9503821,0.974783,0.956327,0.9429408
0.37122458,0.8936202,0.9319614,0.9403662,0.9212223,0.91792727
0.60845464,0.94558585,0.95854145,0.97388154,0.9529758,0.9582105
0.6374659,0.95754975,0.9645285,0.9730855,0.9584599,0.94661
0.78343856,0.9590686,0.9700061,0.9717854,0.9669515,0.9600647
0.760491,0.9571216,0.9639119,0.9779568,0.96354586,0.96407706
0.34794036,0.9579052,0.9611323,0.9597253,0.95687217,0.93089163
0.42128024,0.9318651,0.94492143,0.9611202,0.93285924,0.934293
0.7273081,0.96108824,0.9698664,0.9771938,0.97226065,0.9718327
0.7233363,0.9381674,0.94665587,0.9731982,0.94479305,0.95794475
0.5558765,0.9568809,0.965412,0.96982366,0.95685756,0.9538496
0.24965832,0.89965916,0.94121,0.9258107,0.93626463,0.89724123
