sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.49974784,0.9158698,0.92901564,0.93877196,0.91335374,0.92937285
0.31233984,0.88775176,0.9010163,0.8987344,0.8932448,0.88838905
0.38486752,0.9326872,0.9471426,0.9667232,0.95041114,0.9359653
0.6180065,0.9265589,0.95173615,0.9551076,0.9290601,0.95117277
0.46069682,0.91797674,0.94206005,0.94119895,0.93923944,0.9337744
0.57773644,0.932415,0.9561567,0.9623036,0.95158917,0.94492346
0.61936486,0.92539614,0.93574595,0.94875765,0.9157037,0.94303614
0.6693751,0.9489349,0.96698236,0.9432349,0.9553692,0.95427394
0.48622835,0.90477437,0.93709785,0.95191133,0.93467724,0.94603616
0.46251738,0.9342803,0.92269516,0.9563505,0.91993535,0.9146996
0.25548574,0.91272014,0.9162722,0.92404133,0.9125748,0.8916894
0.5572607,0.92122483,0.9411833,0.94819945,0.9294137,0.9251041
0.3945112,0.9320625,0.94158214,0.9588115,0.9331738,0.9373844
0.4914612,0.905551,0.9213309,0.9428903,0.91614825,0.92124915
0.38288724,0.9080735,0.93320626,0.94976294,0.9274813,0.9214672
0.39670187,0.89671457,0.9264027,0.92816794,0.89990205,0.92111546
0.51792985,0.91408116,0.9412555,0.93974066,0.93374354,0.93740237
0.3272301,0.9352585,0.9472471,0.9664411,0.949099,0.9477556
0.42846256,0.9154347,0.94374454,0.95275307,0.9239021,0.9388719
0.61800724,0.9251304,0.946647,0.9551079,0.9429552,0.9488263
0.40443432,0.93066186,0.9340499,0.9562031,0.91606337,0.9474047
0.43386412,0.94864845,0.9547556,0.96563816,0.9534604,0.9493337
0.56881464,0.9291733,0.9563632,0.9427236,0.94107395,0.9397417
0.536718,0.93507075,0.95141065,0.9615926,0.9489423,0.95085406
0.5584507,0.89294213,0.90920377,0.9406806,0.87644947,0.9085549
0.37455282,0.93025976,0.94100213,0.9403417,0.9415787,0.920407
0.35518807,0.9007423,0.9345993,0.93353105,0.9282165,0.91398394
0.5450395,0.8873941,0.9243953,0.94991636,0.8585509,0.93093944
0.5328058,0.945696,0.9573949,0.94947237,0.95361125,0.9547994
0.33522287,0.8378553,0.898171,0.8615051,0.82035476,0.8756546
0.6328144,0.94596905,0.95630366,0.95703715,0.953736,0.95777005
0.5666809,0.9081603,0.9264222,0.95630527,0.9282006,0.9411341
0.42120072,0.88149023,0.9054653,0.9263649,0.889523,0.9039434
0.20395151,0.61881757,0.22988816,0.48546374,0.7331643,0.704672
0.29532313,0.68434125,0.69872904,0.65923375,0.6365439,0.66997254
0.14299868,0.9250054,0.9293005,0.9517444,0.9340517,0.9425069
0.37574676,0.9312874,0.94487965,0.95607144,0.922256,0.9269403
0.5120817,0.94438624,0.95471,0.9532403,0.9420685,0.94861573
0.4652886,0.9288127,0.943769,0.95696527,0.90722555,0.91771495
0.5184715,0.9380561,0.9470532,0.95293355,0.9290288,0.93716335
0.60473555,0.94114226,0.942742,0.9475113,0.9408637,0.9412001
0.5257784,0.93444943,0.9483266,0.9617208,0.9388901,0.94694704
0.4651509,0.9013678,0.9134611,0.93643206,0.8380566,0.92691904
0.6015208,0.9551201,0.95930827,0.9617592,0.95883,0.95107496
