,sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
141,0.595701,0.94217885,0.94534075,0.9661102,0.9361869,0.92533976
142,0.58833045,0.95049965,0.9620047,0.95520794,0.9515693,0.95123947
143,0.63904357,0.9101036,0.9075334,0.95661324,0.90633017,0.8974341
144,0.52344847,0.93004674,0.9541748,0.9605957,0.94082665,0.94406575
145,0.3528599,0.91913885,0.92734474,0.9466862,0.9405441,0.9330484
146,0.43783605,0.9453879,0.9459036,0.9550741,0.90432453,0.92926466
147,0.61290145,0.95695764,0.9537945,0.9627559,0.94396013,0.92228
148,0.5554477,0.94575393,0.94223374,0.96492827,0.9458222,0.9284665
149,0.6012468,0.9440065,0.9524025,0.9407049,0.93754846,0.938027
150,0.59882015,0.9569748,0.9701508,0.97578007,0.962083,0.9689717
151,0.41909894,0.9561655,0.95676345,0.97226864,0.94765824,0.95137745
152,0.6712648,0.9578045,0.9583902,0.9694883,0.9629099,0.95573115
153,0.6827363,0.9428029,0.9512005,0.9639477,0.9512096,0.9524047
154,0.6562867,0.9566167,0.9634897,0.96913606,0.96044177,0.96094036
155,0.6183053,0.9415569,0.9457064,0.9643272,0.9420254,0.9430948
156,0.47318187,0.89771724,0.9282197,0.9456938,0.919156,0.91638273
157,0.6911613,0.9210496,0.93749076,0.9504352,0.9240304,0.9332737
158,0.6952081,0.9312948,0.9469237,0.9670054,0.9322952,0.9451356
159,0.6960519,0.95315987,0.96445704,0.9583644,0.95165026,0.95060766
160,0.479953,0.9311828,0.9486653,0.96117246,0.9498569,0.9355318
161,0.50925684,0.8617988,0.91131103,0.9401695,0.9149059,0.8918697
162,0.4591392,0.87934333,0.89182144,0.87360656,0.8851113,0.88407254
163,0.3361765,0.8992257,0.9139045,0.91899014,0.90547997,0.9144308
164,0.4632338,0.9430731,0.95065796,0.964873,0.9526801,0.95736516
165,0.577856,0.93885297,0.9433747,0.95026284,0.9303507,0.93957597
166,0.42238283,0.8819571,0.92145467,0.91567904,0.917022,0.9134798
167,0.47815648,0.89672285,0.93656874,0.9525229,0.92774934,0.92842704
168,0.62662756,0.9036011,0.9459791,0.95831066,0.9408401,0.9485125
169,0.5668175,0.9447605,0.9583786,0.9511211,0.947462,0.93789613
170,0.6512894,0.9285127,0.94810385,0.945883,0.9269243,0.931416
171,0.62057406,0.94211006,0.9546081,0.9496346,0.9305815,0.9507505
172,0.6726831,0.95757353,0.9660034,0.96527964,0.9676297,0.96281564
173,0.4979148,0.91821253,0.9287818,0.95592576,0.90940213,0.91721624
174,0.71536815,0.96842074,0.96260065,0.95707905,0.95322144,0.953263
175,0.49416724,0.9402662,0.9590338,0.96067643,0.9405646,0.93832344
176,0.43060523,0.9079464,0.91419554,0.9459386,0.90947586,0.9380293
177,0.64530545,0.9414581,0.9621568,0.9610034,0.9488092,0.9490719
178,0.48349607,0.92202955,0.95432454,0.9679536,0.9171909,0.95105636
179,0.47139972,0.8849922,0.91588616,0.85631984,0.8761455,0.8866344
180,0.676839,0.95687413,0.9475824,0.9503366,0.94231,0.9367469
181,0.40173993,0.92137855,0.9437463,0.9618695,0.92789644,0.93516
182,0.597085,0.9401041,0.9425453,0.96207225,0.93740284,0.9438029
183,0.45049986,0.9382947,0.9432813,0.9644001,0.92978233,0.94144607
184,0.5712416,0.95074266,0.95391107,0.95106447,0.9345246,0.9272721
185,0.51898646,0.92123467,0.9126436,0.9307601,0.804061,0.90190417
186,0.45707473,0.8603732,0.89250016,0.8306414,0.91792613,0.88645464
187,0.52447104,0.9161067,0.94263643,0.96886,0.9529662,0.9567321
188,0.5614068,0.93221074,0.95180136,0.9556487,0.9093702,0.93918544
189,0.58509487,0.93733394,0.9538777,0.9618523,0.9411818,0.94163793
190,0.3857054,0.91510916,0.93082505,0.94722843,0.9248559,0.9330178
191,0.6868588,0.96507114,0.9571456,0.9748457,0.95920753,0.9603275
192,0.69734466,0.9561604,0.9623705,0.9670349,0.94540304,0.9540093
193,0.67215496,0.96059006,0.9730951,0.9794828,0.9603417,0.9678979
194,0.7060054,0.9502803,0.9505886,0.954607,0.9461482,0.9409794
195,0.65149426,0.94932854,0.9584493,0.9686684,0.9528339,0.95664465
196,0.58330524,0.9347273,0.9493306,0.9597487,0.9387401,0.927766
197,0.67128384,0.9574137,0.96323127,0.96646214,0.9564924,0.95804054
198,0.51323926,0.94387186,0.95665395,0.9612524,0.94698584,0.946642
199,0.5704088,0.94104093,0.9500027,0.95282346,0.9262176,0.94034
200,0.7193606,0.94552875,0.96197444,0.97064745,0.95532936,0.94508016
201,0.6965688,0.95930254,0.9707362,0.9730307,0.9641673,0.9651369
202,0.73733604,0.9561633,0.9629222,0.9674602,0.9532865,0.9465483
203,0.6904705,0.95984745,0.9690233,0.9737615,0.9600579,0.958919
204,0.30933192,0.86657655,0.90026325,0.8664595,0.87849575,0.8589263
205,0.6875799,0.966798,0.97188663,0.9634768,0.96508324,0.95668733
206,0.8253643,0.970187,0.9720047,0.9658645,0.96839917,0.96136063
207,0.7193133,0.95138085,0.95831186,0.95947975,0.95307964,0.9618777
208,0.7015275,0.96454144,0.97024125,0.9717756,0.96456444,0.9669213
209,0.7449314,0.9588992,0.960336,0.9658085,0.9437542,0.9432813
210,0.7490332,0.959537,0.96803194,0.9739388,0.96415627,0.9677639
211,0.53733635,0.9127417,0.9420456,0.9289428,0.933699,0.9301254
212,0.76181775,0.9485206,0.966977,0.973382,0.95934474,0.9532993
213,0.6299547,0.9590066,0.9633723,0.9687405,0.95784116,0.94943434
214,0.7257701,0.96747714,0.9724926,0.9794692,0.9660198,0.9660237
215,0.7122223,0.9662791,0.9721802,0.9782817,0.9676341,0.9666025
216,0.65809894,0.9492585,0.94963574,0.9685854,0.9430469,0.95688313
217,0.36947924,0.95739955,0.9602315,0.9682602,0.9519026,0.95456105
218,0.7126436,0.943859,0.9587377,0.9673339,0.95162755,0.95548475
219,0.7768601,0.9696589,0.9665949,0.981435,0.9698786,0.9709896
220,0.70635366,0.96183914,0.9721489,0.970869,0.95781344,0.9625678
221,0.7234821,0.9490308,0.9612949,0.97352463,0.9345754,0.9598464
222,0.7026999,0.9398902,0.9513409,0.95053667,0.93812853,0.937793
223,0.5016964,0.927104,0.9320256,0.9402003,0.88597584,0.90117896
224,0.6347902,0.9353213,0.93458515,0.9583665,0.92623544,0.9293069
225,0.40255183,0.94655776,0.9485966,0.9608969,0.9370455,0.9381189
226,0.74832475,0.94484353,0.9491687,0.9615376,0.9511121,0.94449335
227,0.71521866,0.95139533,0.96239626,0.9665061,0.95832735,0.9603427
228,0.3922906,0.93920666,0.9442053,0.9556425,0.9362567,0.9442553
229,0.6023103,0.9411377,0.95914614,0.9692586,0.9531026,0.9508136
230,0.59223056,0.9592736,0.96706355,0.9672415,0.95238656,0.9505029
231,0.54264146,0.9153572,0.9307471,0.9464961,0.92043436,0.91851854
232,0.7970455,0.95983624,0.95982814,0.96835876,0.9565108,0.95101184
233,0.6443731,0.9051014,0.92168176,0.9466625,0.88019055,0.92559963
234,0.5768424,0.9362421,0.9315163,0.939067,0.9186612,0.92632806
235,0.7014954,0.9426284,0.9575677,0.96741414,0.9424604,0.9499048
236,0.54040605,0.9378838,0.9481084,0.9600745,0.9267639,0.95071095
237,0.69531256,0.93498653,0.9638604,0.9691307,0.9477242,0.95321435
238,0.45392668,0.93440324,0.95325804,0.95132416,0.93814385,0.926127
239,0.52067393,0.9403347,0.93765086,0.967759,0.9366715,0.9503007
240,0.45002532,0.94043183,0.9361859,0.96024334,0.93848586,0.94718134
241,0.29643375,0.822865,0.87155205,0.77697575,0.87121457,0.873789
242,0.67951804,0.95025915,0.9587693,0.9709546,0.9437491,0.93518513
243,0.60565597,0.9295205,0.9295669,0.94635016,0.9164933,0.9321791
244,0.5110272,0.9267383,0.94253516,0.9498881,0.9400025,0.93137157
245,0.7406835,0.9291336,0.94817525,0.9441561,0.92158765,0.911362
246,0.56055266,0.94284546,0.954336,0.9625923,0.93130016,0.9393951
247,0.5918439,0.9512473,0.9608881,0.98001724,0.9543687,0.9669947
248,0.54601485,0.94282806,0.95009273,0.96516633,0.9254005,0.944181
249,0.6795113,0.9587257,0.96527594,0.9698374,0.9523022,0.9503514
250,0.4233847,0.9471905,0.9507046,0.9605862,0.94401294,0.9478738
251,0.32038268,0.92878073,0.94296545,0.95517343,0.9193929,0.92148083
252,0.42692542,0.8290619,0.8923672,0.89020926,0.86556065,0.8728328
253,0.52836716,0.935114,0.9518289,0.9729184,0.9414851,0.94925004
254,0.47858873,0.92995435,0.9420676,0.9588224,0.91966075,0.92796487
255,0.3296629,0.9049755,0.914287,0.93993396,0.90450907,0.91319144
256,0.70851403,0.9200767,0.9449946,0.944966,0.9249746,0.93708825
257,0.5489977,0.94030786,0.95290476,0.966354,0.9130418,0.9443953
258,0.6589814,0.922263,0.9566622,0.9659243,0.9492498,0.9611594
259,0.48186204,0.9480953,0.9548635,0.94985384,0.94891846,0.93289185
260,0.7722113,0.9619645,0.96748847,0.9757244,0.96519583,0.9630308
261,0.3661211,0.86482406,0.90969676,0.9247298,0.9096289,0.90751964
262,0.52562934,0.94523543,0.95048714,0.95833707,0.94718766,0.93867755
263,0.60793155,0.9058671,0.95007074,0.9457969,0.93135273,0.93961394
264,0.5375735,0.93211555,0.93515533,0.9386438,0.946115,0.93598855
265,0.5436522,0.93754774,0.9565225,0.9660107,0.95595056,0.94834214
266,0.7074724,0.95050275,0.9574653,0.96780205,0.9635999,0.95201206
267,0.4008792,0.9000486,0.92122096,0.92355645,0.86130977,0.8917946
268,0.6883108,0.9580839,0.9626869,0.96588993,0.9668713,0.96549016
269,0.6333948,0.95287216,0.95789,0.9719416,0.9668555,0.95460486
270,0.66348696,0.92886645,0.9589536,0.9580211,0.93541485,0.9423793
271,0.6916794,0.9507501,0.9572049,0.9683858,0.954102,0.9495449
272,0.6987565,0.94903076,0.95318455,0.9661689,0.95265883,0.95595807
273,0.53452045,0.95147955,0.95653397,0.9741257,0.9516631,0.94042265
274,0.6372513,0.9641941,0.9682761,0.97563857,0.95556235,0.9647848
275,0.7091815,0.94511336,0.94887036,0.96238536,0.940856,0.9392977
276,0.39289412,0.9174367,0.9333422,0.9502966,0.8839439,0.9186459
277,0.33338523,0.92583627,0.9198657,0.94808316,0.89824766,0.9291779
278,0.8203372,0.923652,0.9321896,0.951822,0.944711,0.930859
279,0.8299787,0.95474154,0.9691171,0.96914095,0.9642013,0.96071035
280,0.4670244,0.90146756,0.91976655,0.92465407,0.9021036,0.90960735
281,0.74085367,0.9409991,0.9570264,0.946097,0.9398251,0.9259148
282,0.7680778,0.94743913,0.95426154,0.96047604,0.9447113,0.93267226
283,0.7879906,0.94682705,0.95330477,0.9621144,0.9506404,0.9528774
284,0.70555395,0.95744795,0.96897215,0.97259235,0.969156,0.9611665
285,0.7838215,0.9424925,0.9504477,0.96933347,0.9445825,0.947053
286,0.76410055,0.9403864,0.95487064,0.96773857,0.9541526,0.94574434
287,0.7397726,0.89485836,0.9324309,0.9510901,0.93714637,0.91739357
288,0.67531574,0.9572808,0.95388347,0.965597,0.9531776,0.9588357
289,0.7880424,0.9487943,0.9627302,0.9710654,0.95251304,0.94459444
290,0.5291857,0.8701361,0.8496782,0.8615382,0.85788244,0.81391126
291,0.67522025,0.9040141,0.9357213,0.93575895,0.9131148,0.9295846
292,0.6220957,0.93035215,0.93642926,0.93879175,0.9191402,0.9176114
293,0.68359274,0.931932,0.9529051,0.96536887,0.94166344,0.93828005
294,0.773287,0.9255843,0.95510864,0.96728635,0.9528533,0.94776464
295,0.76899457,0.9396738,0.95980877,0.9590794,0.95804423,0.94416386
296,0.5448557,0.9379603,0.94526404,0.9577972,0.944732,0.93398154
297,0.5474594,0.9217286,0.9122219,0.9421226,0.9093241,0.91442716
298,0.8063634,0.93179226,0.95388484,0.96718055,0.9493908,0.94577867
299,0.65666884,0.9280521,0.93830746,0.9455528,0.9294862,0.92153585
300,0.6530341,0.9292771,0.9373492,0.9617824,0.89159536,0.9273179
301,0.6229501,0.9503209,0.9662438,0.9734812,0.9522453,0.9534657
302,0.6015707,0.9399855,0.9480344,0.9627239,0.94805753,0.948705
303,0.7108604,0.95445454,0.9491221,0.9592162,0.9282023,0.93018955
304,0.73125607,0.93324417,0.9566264,0.9554056,0.9375757,0.94491667
305,0.57690144,0.9427236,0.95921814,0.9617094,0.9415309,0.94501424
306,0.67052925,0.94615126,0.9495684,0.961349,0.9452696,0.9520244
307,0.75927305,0.95228624,0.96095586,0.9684056,0.9519744,0.95787823
308,0.46151605,0.86446846,0.92437994,0.94499063,0.9044624,0.9083389
309,0.53742194,0.95102084,0.9546881,0.96120834,0.95103276,0.94599336
310,0.7560912,0.9570436,0.9584296,0.957268,0.9494745,0.9459899
311,0.6521011,0.9199731,0.9376504,0.91518325,0.91937155,0.91365796
312,0.49066085,0.9361066,0.94041497,0.9546808,0.9400657,0.9286353
313,0.44339427,0.9318555,0.9367722,0.94556653,0.92239,0.92139024
314,0.6074118,0.95331776,0.95008224,0.95973766,0.94376665,0.9454319
315,0.7869875,0.9487635,0.95291066,0.96008307,0.94431746,0.9436242
316,0.6291318,0.9150914,0.93423283,0.9220072,0.9286542,0.91686743
317,0.73434955,0.9544301,0.96305066,0.96766907,0.94947267,0.953828
318,0.50854963,0.9118297,0.92826366,0.9304089,0.8552818,0.8948087
319,0.6379266,0.9248254,0.9444947,0.9559005,0.9295794,0.94043964
320,0.57320267,0.95115,0.95819515,0.96295494,0.9564061,0.9386964
321,0.5579212,0.92933995,0.9318719,0.9521295,0.9183359,0.9366552
322,0.57029825,0.9415391,0.9523544,0.95991606,0.9422875,0.9295576
323,0.627239,0.9277603,0.92803603,0.9442599,0.9225233,0.9058424
324,0.70484275,0.9599835,0.9668664,0.9644004,0.96006763,0.9566614
325,0.46583432,0.94215703,0.9484888,0.9630964,0.9097311,0.9428428
326,0.25542316,0.9261118,0.93659097,0.94778377,0.9370578,0.91377807
327,0.37697583,0.9069675,0.91325366,0.9229516,0.91455656,0.9058574
328,0.54650396,0.96581805,0.9600898,0.9645107,0.94090396,0.93960106
329,0.27272552,0.8712546,0.9242335,0.9040503,0.91659045,0.91221416
330,0.6228698,0.96525466,0.9696633,0.9666933,0.95681214,0.95755905
331,0.78805524,0.9353519,0.95799565,0.97076553,0.96120596,0.96334964
332,0.8655708,0.95771563,0.9702906,0.9799868,0.96606934,0.9699837
333,0.58965796,0.9205277,0.94052976,0.96443623,0.9438207,0.94683164
334,0.71452206,0.96420723,0.9693953,0.9762244,0.96371466,0.9610626
335,0.7219697,0.9278402,0.9575162,0.9661555,0.9493065,0.94181
336,0.75206614,0.9499719,0.96401465,0.97570586,0.9634562,0.96135956
337,0.7618121,0.91665196,0.9442283,0.9579288,0.9352563,0.92978454
338,0.76258874,0.96743304,0.97527695,0.9704206,0.97415423,0.9647585
339,0.62855744,0.93413925,0.9631084,0.96682936,0.9547278,0.9576984
340,0.74806917,0.9404006,0.9456092,0.96250576,0.9549539,0.9434275
341,0.4549728,0.92918134,0.9453328,0.9504058,0.93444943,0.93259186
342,0.8419644,0.96414495,0.97326803,0.9766425,0.9671621,0.96722347
343,0.6114637,0.9281249,0.93108094,0.9472704,0.9158473,0.914721
344,0.7671891,0.94343424,0.94909537,0.9632844,0.95178485,0.9410282
345,0.74368304,0.94384605,0.95993245,0.9692534,0.9539628,0.9480239
346,0.7292695,0.9279885,0.9479604,0.9620171,0.92957145,0.9228567
347,0.7689649,0.9432647,0.9504759,0.96926486,0.9296868,0.9470777
348,0.75335664,0.9392603,0.9549474,0.9647885,0.9368002,0.92630994
349,0.4625475,0.89166856,0.91994244,0.9413808,0.9135926,0.9257423
350,0.6774317,0.92726856,0.9452616,0.95171654,0.93254393,0.93135476
351,0.6532017,0.96035033,0.9713565,0.97402453,0.9565104,0.9493416
352,0.8062618,0.9544694,0.9698099,0.9718434,0.9580665,0.9571407
353,0.70764095,0.9585468,0.9670123,0.9752897,0.9635192,0.95792747
354,0.48301283,0.95138675,0.95541316,0.96550566,0.95323884,0.9426952
355,0.71392024,0.944643,0.9590964,0.96259975,0.9357468,0.9466613
356,0.74167657,0.9271057,0.95558983,0.96014994,0.9453009,0.9474699
357,0.4523238,0.9325853,0.9372381,0.9511431,0.90136296,0.9102549
358,0.81473553,0.9514708,0.96171457,0.96890557,0.9484738,0.94935554
359,0.7030648,0.955566,0.97040415,0.9727067,0.9585171,0.9579801
360,0.77176976,0.95466506,0.96191543,0.9732936,0.95635444,0.95725065
