sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.21801332,0.8692529,0.8909162,0.9302689,0.8666101,0.8869847
0.3433137,0.87887895,0.9080096,0.89543766,0.90027547,0.87872386
0.3486231,0.8768717,0.89614254,0.89886576,0.901688,0.885426
0.5292423,0.8458516,0.897643,0.831995,0.84774274,0.9097148
0.42988864,0.89428353,0.9324925,0.92817205,0.9211448,0.90891474
0.5551429,0.8479551,0.8925025,0.8322211,0.8541966,0.78516626
0.65163463,0.9201918,0.95553994,0.94919175,0.93084335,0.9216299
0.5080014,0.90838605,0.9330414,0.9500068,0.90013736,0.9185727
0.2786568,0.84695506,0.9129338,0.8192025,0.87161577,0.76525843
0.6678982,0.9425932,0.96117413,0.9547328,0.9376443,0.94544506
0.3858231,0.9026023,0.9294458,0.9018398,0.9117263,0.89238995
0.3617157,0.88911057,0.9024871,0.89552003,0.8954925,0.8442541
0.46768904,0.9084117,0.93194133,0.9197821,0.90468204,0.9092792
0.46212074,0.883172,0.9158579,0.93203413,0.91486216,0.91682154
0.6489736,0.9429733,0.946197,0.93068117,0.9327014,0.94142276
0.46702316,0.91515505,0.94388026,0.96129996,0.9480846,0.9463397
0.56817716,0.8805252,0.92068064,0.94804037,0.88922155,0.9135515
0.64772505,0.9465229,0.9656209,0.95774055,0.9476583,0.9589006
0.5647971,0.9204602,0.9323703,0.9193506,0.9261334,0.92708707
0.6085966,0.9458887,0.9627158,0.9509619,0.9482423,0.95644116
0.7308776,0.9472474,0.95826554,0.93136966,0.9349311,0.9531383
0.2699493,0.92362,0.93183875,0.9219737,0.9172437,0.909686
