sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6589814,0.922263,0.9566622,0.9659243,0.9492498,0.9611594
0.48186204,0.9480953,0.9548635,0.94985384,0.94891846,0.93289185
0.7722113,0.9619645,0.96748847,0.9757244,0.96519583,0.9630308
0.3661211,0.86482406,0.90969676,0.9247298,0.9096289,0.90751964
0.52562934,0.94523543,0.95048714,0.95833707,0.94718766,0.93867755
0.60793155,0.9058671,0.95007074,0.9457969,0.93135273,0.93961394
0.5375735,0.93211555,0.93515533,0.9386438,0.946115,0.93598855
0.5436522,0.93754774,0.9565225,0.9660107,0.95595056,0.94834214
0.7074724,0.95050275,0.9574653,0.96780205,0.9635999,0.95201206
0.4008792,0.9000486,0.92122096,0.92355645,0.86130977,0.8917946
0.6883108,0.9580839,0.9626869,0.96588993,0.9668713,0.96549016
0.6333948,0.95287216,0.95789,0.9719416,0.9668555,0.95460486
0.66348696,0.92886645,0.9589536,0.9580211,0.93541485,0.9423793
0.6916794,0.9507501,0.9572049,0.9683858,0.954102,0.9495449
0.6987565,0.94903076,0.95318455,0.9661689,0.95265883,0.95595807
0.53452045,0.95147955,0.95653397,0.9741257,0.9516631,0.94042265
0.6372513,0.9641941,0.9682761,0.97563857,0.95556235,0.9647848
0.7091815,0.94511336,0.94887036,0.96238536,0.940856,0.9392977
0.39289412,0.9174367,0.9333422,0.9502966,0.8839439,0.9186459
0.33338523,0.92583627,0.9198657,0.94808316,0.89824766,0.9291779
