sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6137339,0.92541796,0.9476489,0.94791245,0.935503,0.93684816
0.7062056,0.9503034,0.96134585,0.968665,0.9417781,0.9552106
0.64409053,0.9541995,0.96346766,0.96990615,0.9460567,0.9490113
0.7308601,0.9360672,0.946424,0.9612035,0.9353669,0.9508223
0.79718006,0.9619904,0.96420974,0.97252166,0.957339,0.9564811
0.4539809,0.85980517,0.86670256,0.90253943,0.85495543,0.8779585
0.6613695,0.95364887,0.9463965,0.96244663,0.9258052,0.9406491
0.77797395,0.96781105,0.9691806,0.9650814,0.9677397,0.9658449
0.60675603,0.8821144,0.91040766,0.9162623,0.9075151,0.9132956
0.48673043,0.9324677,0.93907017,0.9527572,0.9031591,0.9257607
0.49306434,0.9420502,0.9465991,0.96171397,0.9394631,0.93867415
0.5064799,0.9188788,0.9260871,0.94215685,0.9199126,0.92044884
0.5411105,0.9228997,0.9404554,0.94215405,0.91851956,0.92303586
0.54784685,0.95028114,0.9493544,0.95819575,0.945867,0.95356953
0.6838871,0.97014195,0.9674014,0.97987324,0.9664779,0.9678421
0.5203367,0.934517,0.9329037,0.9531447,0.9126668,0.9232145
0.65417325,0.959745,0.96622837,0.9671276,0.94762886,0.9541428
0.5867037,0.95227945,0.9565381,0.96435,0.9444498,0.9444148
0.55216724,0.9272756,0.9455187,0.9590554,0.91907257,0.9239666
0.62256104,0.9599863,0.9637283,0.9793177,0.9574983,0.96385443
0.67955005,0.9171257,0.9382029,0.9590812,0.9414112,0.94867575
0.4952722,0.9113756,0.91289216,0.94843775,0.91808915,0.94443226
0.63231933,0.94743514,0.95892406,0.9738982,0.91188294,0.9564022
0.7657135,0.9407748,0.95465344,0.96263003,0.94960964,0.95562637
0.559006,0.93418884,0.95464855,0.9673674,0.94962317,0.94663656
0.74107045,0.9572844,0.97176766,0.96759915,0.9647804,0.9604133
0.6107509,0.949866,0.94594026,0.95465046,0.92368335,0.93801445
0.6901964,0.9656469,0.9725584,0.9763032,0.95998746,0.96673435
0.81695,0.9629797,0.96911716,0.96974176,0.9624605,0.9629911
0.70550865,0.9296329,0.9530487,0.9587015,0.94047207,0.95402443
0.63816893,0.9349358,0.9527154,0.95938843,0.9243013,0.92880684
0.75390893,0.95600766,0.95943147,0.9585021,0.9471866,0.944995
