sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.42866576,0.8620712,0.9131088,0.9106288,0.8834614,0.9051302
0.5237234,0.94401604,0.95587057,0.97182804,0.95332927,0.9505597
0.5703593,0.9637577,0.96651495,0.96879125,0.95967126,0.9581665
0.5890044,0.951843,0.9540762,0.9687556,0.95853,0.94818765
0.3987332,0.9270297,0.9425178,0.944781,0.933134,0.929857
0.70498955,0.9621366,0.96876836,0.9778991,0.96925,0.96245617
0.5861854,0.95058477,0.9504197,0.96213657,0.9477374,0.94561404
0.61156034,0.94475853,0.96567947,0.97311324,0.95925987,0.9618964
0.5048408,0.9418861,0.95051086,0.9624466,0.9523746,0.94829
0.6263312,0.94830364,0.9534283,0.96796906,0.94964063,0.94517714
0.48899278,0.93884015,0.9476139,0.9713524,0.9147257,0.9384289
0.6041559,0.94852775,0.96192026,0.9724522,0.9521899,0.9469704
0.7319163,0.97261393,0.979272,0.9804857,0.9768872,0.9703188
0.64857805,0.94912404,0.9615618,0.97898704,0.95602375,0.9595092
0.58085805,0.9532022,0.96082366,0.96873826,0.94248563,0.94995403
0.5325637,0.9423863,0.92597395,0.95446825,0.9161577,0.91578686
0.67360795,0.9500334,0.9471777,0.9680962,0.94962543,0.94612277
