sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6751562,0.9623685,0.96677077,0.97900325,0.9693887,0.97430754
0.7103594,0.95503557,0.9506186,0.9720843,0.9590441,0.963545
0.81047785,0.9688226,0.9746789,0.9813114,0.97152454,0.9699943
0.7339409,0.9172412,0.9485095,0.9485922,0.9289216,0.94161075
0.8330227,0.97170454,0.9720005,0.973845,0.96623176,0.9702832
0.8685284,0.97743696,0.9785157,0.9735433,0.9696659,0.9707134
0.7235531,0.9294446,0.94919455,0.9657816,0.9445829,0.9449301
0.8113922,0.96396506,0.9665083,0.9679374,0.96529895,0.9556469
0.80524975,0.9683659,0.9750145,0.97869384,0.97194505,0.97246164
0.5847077,0.9521504,0.9666594,0.97277987,0.9581161,0.96439224
0.7992294,0.96941346,0.97731507,0.98234856,0.97624743,0.9767988
0.8132264,0.96658504,0.97454166,0.97995806,0.96437716,0.96542144
0.8624669,0.97344065,0.97659296,0.9777359,0.97083265,0.9740832
0.5195581,0.9513793,0.94613373,0.9640194,0.9268933,0.9450549
0.4720649,0.9432502,0.94931227,0.9558699,0.9259139,0.9191365
0.82926446,0.9644957,0.9742306,0.9665612,0.9729607,0.9687639
