sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.32283765,0.79680353,0.8176321,0.8789838,0.8294289,0.8469355
0.18337288,0.77827746,0.8356498,0.88788474,0.8058947,0.8337062
0.45476374,0.83677644,0.90091044,0.9041071,0.8939421,0.8888228
0.10582329,0.86595535,0.88079417,0.92350173,0.8752485,0.85815406
0.2574422,0.90222543,0.8771577,0.927411,0.85372305,0.8850528
0.4927025,0.9150905,0.9201511,0.9392715,0.90190065,0.90081304
0.30333185,0.83076847,0.8559001,0.8843942,0.8462468,0.8702524
0.5211261,0.88042593,0.8934321,0.9071778,0.8696816,0.90572476
0.4720734,0.8881375,0.9188427,0.93473244,0.909704,0.92171055
0.4488536,0.8729075,0.89624876,0.9444532,0.8963697,0.9059386
0.36421716,0.87259156,0.885301,0.9215235,0.89337486,0.9188241
0.14187162,0.7414966,0.80112016,0.8058934,0.8092381,0.83554
0.24917735,0.77794147,0.85312355,0.81970423,0.81529313,0.85917
0.47549513,0.86177975,0.9086494,0.91387206,0.88874334,0.91815
0.6607724,0.8918444,0.91324836,0.93784404,0.9103062,0.92938495
0.6812745,0.8636507,0.9003265,0.9388222,0.90884614,0.9213407
0.65630496,0.91526705,0.93292654,0.9455311,0.917855,0.92738485
0.64578277,0.92758644,0.94495153,0.952512,0.9325636,0.93636185
0.47090423,0.898921,0.92410886,0.91469866,0.9064325,0.90836173
0.7142586,0.92463255,0.94797707,0.9250703,0.9495157,0.93638325
0.8400496,0.9457928,0.95953673,0.96549165,0.9604925,0.9532285
