sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.4772273,0.9220786,0.93209314,0.93220174,0.9305427,0.93399334
0.69459945,0.9543072,0.9584524,0.9770313,0.9552064,0.9610688
0.6085392,0.90960646,0.92842937,0.945594,0.92182076,0.92644763
0.4693161,0.8917763,0.9224675,0.9457225,0.8982354,0.92798954
0.72607076,0.9145119,0.9375563,0.94109243,0.9289249,0.928966
0.45504287,0.9330331,0.9485991,0.94933426,0.9348857,0.92746127
0.4081801,0.8616322,0.89827365,0.9055319,0.86412084,0.88453794
0.07750423,0.8813022,0.8921484,0.91469926,0.8669222,0.87933826
0.45799595,0.91428536,0.9230082,0.9171126,0.9286791,0.9215401
0.67138296,0.9291338,0.9400608,0.9500591,0.93436575,0.93729496
0.6132365,0.91599315,0.9292377,0.95353746,0.91569185,0.9265057
0.63229334,0.9011995,0.9247782,0.9411342,0.91265714,0.9126928
0.44368246,0.89615107,0.9130921,0.94166213,0.89435863,0.9032693
0.6826103,0.8900006,0.916535,0.91832995,0.91787744,0.907263
0.4243068,0.90243727,0.93136686,0.9325086,0.9126461,0.8934775
0.36474484,0.83136135,0.8990974,0.88808095,0.86877656,0.8794593
0.3514839,0.8211661,0.88213646,0.8484667,0.8416814,0.849844
0.30434716,0.91739374,0.9350589,0.93417734,0.9189479,0.9036813
0.42716652,0.9162424,0.9370263,0.9311862,0.93912643,0.9249442
0.5472262,0.9337273,0.9389054,0.9535767,0.92094,0.92674077
0.5587427,0.92676294,0.92203224,0.9433382,0.90102905,0.9057151
