sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.65027493,0.91158456,0.94286096,0.94461995,0.9387811,0.9101032
0.59616095,0.92424047,0.9416264,0.9449289,0.93452483,0.9277337
0.3834704,0.8800323,0.9068005,0.9264557,0.9027484,0.8906674
0.62109566,0.89528435,0.9235127,0.9475013,0.91469127,0.9094912
0.74467397,0.89887774,0.9324525,0.9530128,0.9057417,0.90769744
0.7672756,0.9434132,0.9584006,0.9672242,0.947678,0.9454443
0.6926785,0.9173244,0.9438426,0.945348,0.93275476,0.93057156
0.5872425,0.9019307,0.9198068,0.91962224,0.9134955,0.9054553
0.32492983,0.8666374,0.8788374,0.87852246,0.8679157,0.8680727
0.81539434,0.92210364,0.9489368,0.96254677,0.9452887,0.94968605
0.6894967,0.9242532,0.95380247,0.9569484,0.9379359,0.94461995
0.6510114,0.916886,0.94522214,0.9434408,0.9191147,0.90533584
0.72131586,0.9338014,0.95412153,0.94994694,0.92476994,0.90311635
0.82862175,0.9435743,0.9657735,0.9702241,0.9464726,0.95488703
0.71213794,0.9017992,0.94649005,0.95974827,0.9365377,0.9306831
0.6438246,0.9122868,0.9379568,0.9629549,0.92242163,0.9403264
