sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.60514843,0.87374264,0.8970608,0.9205744,0.845257,0.8848339
0.27154195,0.89278007,0.88494503,0.91886526,0.87522554,0.8677065
0.1129004,0.87851894,0.8871402,0.9121445,0.8871542,0.87390256
0.64998823,0.8984413,0.9206745,0.9524057,0.9148494,0.9246443
0.20706455,0.8917346,0.90260255,0.9327462,0.8929502,0.9003091
0.35364392,0.9102552,0.9295736,0.93983674,0.904448,0.9200483
0.20103529,0.8981013,0.91711074,0.9275978,0.89370304,0.88408744
0.52641636,0.90003747,0.9293449,0.9340985,0.91198236,0.8940865
0.50146407,0.8850227,0.90212494,0.92222494,0.8853791,0.87309635
0.46075597,0.85711867,0.87857455,0.9016911,0.8232484,0.88196063
0.53024,0.8943766,0.92364156,0.9426991,0.83175,0.93125385
0.28393716,0.8571585,0.8713747,0.8929405,0.86054677,0.8552894
0.5891037,0.93365645,0.95587325,0.9568686,0.9389369,0.93920267
0.47179833,0.9035898,0.93606365,0.9472373,0.91320795,0.9300405
0.28431067,0.87337404,0.91569227,0.92295116,0.883538,0.876228
0.57889026,0.89892036,0.91525495,0.9269161,0.8900345,0.89994013
0.15800837,0.88305706,0.877443,0.92788655,0.87747145,0.90405107
0.09259506,0.7663991,0.79341674,0.7426037,0.8047492,0.8099149
0.15034713,0.7408515,0.8159751,0.7216594,0.80300766,0.77307
0.48058045,0.90334284,0.90434855,0.92514235,0.8821859,0.8727514
0.34300488,0.88205475,0.91333264,0.92336315,0.8874,0.89770555
0.5398319,0.84327364,0.8904201,0.8926281,0.85877943,0.82798785
0.5575901,0.8637709,0.90799093,0.9042217,0.8519411,0.84589976
0.19190627,0.8815786,0.90129924,0.94275826,0.8676014,0.89714825
0.47889936,0.9090694,0.94050455,0.952681,0.8971218,0.93753076
0.5747204,0.94140637,0.94989985,0.95274186,0.91767776,0.92742544
0.22596774,0.9115781,0.91324186,0.9437824,0.8962695,0.895831
0.5371736,0.92692125,0.9338179,0.9413802,0.9091734,0.91669303
0.09077752,0.7476619,0.8599908,0.8574053,0.8000994,0.8285502
0.19972585,0.7829611,0.84814304,0.86587584,0.82902735,0.82834643
0.1882546,0.8573986,0.89483005,0.93512607,0.8656109,0.88464755
0.000280285,0.81314087,0.8606428,0.9056805,0.84138155,0.86219454
0.2269739,0.8335792,0.8756303,0.88837814,0.8250318,0.8454165
0.21467909,0.8392117,0.88534343,0.91038764,0.8182896,0.8702067
