sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.5925406,0.9033874,0.92849785,0.9461584,0.8983237,0.9041063
0.63167685,0.93926233,0.94616556,0.9622521,0.92481977,0.937158
0.5401967,0.893411,0.91991246,0.9324745,0.92793375,0.9220266
0.6279525,0.8791081,0.90594757,0.92831177,0.91253734,0.90152943
0.6665664,0.8936983,0.91422164,0.94449866,0.91497594,0.9219498
0.54377216,0.88294613,0.91165733,0.94874686,0.9086553,0.92262393
0.54873675,0.91330606,0.93541294,0.933596,0.93170244,0.92651683
0.70925474,0.918964,0.94761467,0.9528819,0.9235862,0.9471306
0.51650345,0.91610587,0.9443833,0.95129246,0.93077767,0.92147475
0.5840369,0.90969974,0.9216196,0.93236613,0.89053434,0.89732325
0.5634816,0.88941145,0.91387403,0.93075716,0.87302506,0.89912987
0.6622926,0.9024771,0.9213387,0.9333319,0.87185216,0.9054067
0.762956,0.94043887,0.95788085,0.9535949,0.9240774,0.93552
0.62609524,0.89839107,0.92759156,0.9394884,0.8870009,0.8990823
0.46526018,0.89783937,0.925486,0.95311755,0.9122002,0.92120236
0.72961175,0.9444147,0.9606943,0.972948,0.9565095,0.9608711
0.7585904,0.94847697,0.95197576,0.96370035,0.9497636,0.95229566
