sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6096285,0.88620865,0.9351787,0.9506551,0.9196593,0.9380653
0.19222404,0.8517829,0.88472193,0.92081636,0.8592026,0.89129925
0.16652668,0.916971,0.91368616,0.92592007,0.88532984,0.8798408
0.13450114,0.8829158,0.8999643,0.9243217,0.8664746,0.859055
0.19803487,0.7462073,0.78257614,0.73180586,0.72861916,0.77893496
0.24020311,0.7874451,0.826476,0.79949504,0.81752336,0.7800525
0.5255923,0.91148233,0.9277955,0.9354478,0.9257983,0.90124977
0.30842346,0.9143296,0.92812175,0.94918734,0.9114501,0.9038425
0.38245967,0.93017083,0.94283175,0.9556799,0.91899604,0.92621124
0.3564982,0.89427114,0.93425834,0.9410145,0.91806364,0.91045773
0.38808674,0.90050566,0.91877073,0.94580394,0.9156195,0.9133328
0.41519865,0.89019877,0.92779917,0.93357086,0.88439286,0.89805317
0.1558825,0.86365426,0.8947194,0.9328537,0.85845023,0.86668193
0.20416458,0.83662796,0.87781364,0.90618145,0.88337946,0.8364362
0.35180864,0.8578093,0.8986874,0.91684175,0.8794794,0.8652825
0.2287144,0.88662153,0.9059179,0.9281705,0.8877636,0.8922949
0.40003818,0.9127356,0.93955404,0.9469366,0.9064405,0.9168368
0.5014152,0.9127425,0.93093556,0.9491962,0.8983348,0.9067339
0.13954575,0.8382395,0.8532631,0.91388774,0.8120886,0.79341084
0.11163494,0.8458655,0.8603298,0.91563743,0.864294,0.8481723
0.44390547,0.90757823,0.9359686,0.9491556,0.91994923,0.930869
