sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.47650063,0.8875675,0.92934185,0.94810015,0.9258845,0.9057573
0.44637388,0.9133821,0.9374641,0.9577755,0.8898956,0.9335588
0.27012086,0.9125412,0.9161738,0.9437728,0.9083026,0.89543575
0.43767515,0.9257813,0.93681014,0.9535642,0.9314099,0.9180424
0.25567034,0.8632016,0.86983436,0.912714,0.8603849,0.85673434
0.21754888,0.8884426,0.90736604,0.9349192,0.8845962,0.87835693
0.6400241,0.89285666,0.9235128,0.9475228,0.9123042,0.9194133
0.28945845,0.89360946,0.89300793,0.94333863,0.9020964,0.8831651
0.61343455,0.95186657,0.9593455,0.9769591,0.95391154,0.95646805
0.5450228,0.91381454,0.91461957,0.9497614,0.9071091,0.9059654
0.6266863,0.9381082,0.94151205,0.95602363,0.9376547,0.93405354
0.6442939,0.87445724,0.92602104,0.90476865,0.90590096,0.91521597
0.285836,0.8117977,0.89717096,0.9245253,0.8896313,0.8708114
0.29533553,0.833964,0.85993606,0.8769888,0.8448274,0.8215829
0.4660817,0.91513056,0.9191545,0.93107426,0.9030608,0.8612154
0.3425475,0.88475287,0.93271655,0.943021,0.89780724,0.906011
0.36401606,0.85215753,0.8909938,0.936257,0.8658185,0.90927476
0.53916377,0.9066804,0.91568846,0.94964254,0.8976582,0.9025982
0.6134568,0.87741613,0.8887741,0.9035355,0.8391012,0.8807415
