sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.3077657,0.84792495,0.9004465,0.9180183,0.8611405,0.88991857
0.53888375,0.89430976,0.91457576,0.9284198,0.8949039,0.8864344
0.53399587,0.92127043,0.9422524,0.94745946,0.91996914,0.9020783
0.67582566,0.9106837,0.9232903,0.94017184,0.9075059,0.8908048
0.39541304,0.9173444,0.9382499,0.9512261,0.9391281,0.91563815
0.2834156,0.8955189,0.91085774,0.93147767,0.8845908,0.8910925
0.70708895,0.8969295,0.93438315,0.9446962,0.9215438,0.92222476
0.21698381,0.8381361,0.8722135,0.8853201,0.83389986,0.83207625
0.44537348,0.9234021,0.93895286,0.9497831,0.89988834,0.92242044
0.6227199,0.89990467,0.940349,0.93955463,0.9168848,0.9257298
0.49614355,0.89360356,0.9235348,0.9417604,0.90540516,0.8998324
0.77522343,0.9549309,0.9534028,0.96769595,0.9449937,0.9505705
0.44874796,0.9130842,0.9334784,0.95958924,0.92659765,0.9274399
0.58499295,0.92577195,0.93471026,0.95144147,0.92176425,0.9332904
0.20799775,0.8459164,0.88320404,0.9126703,0.8662813,0.8841251
0.4840062,0.8245768,0.88244855,0.9110757,0.84838927,0.88461334
0.4983499,0.86684054,0.9042663,0.91281253,0.8827642,0.892787
0.7793511,0.9232362,0.9484273,0.95504236,0.9441016,0.94427246
