sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.7712488,0.9123553,0.941888,0.95596355,0.9361975,0.946337
0.53500485,0.92351735,0.9400933,0.95391923,0.9322746,0.9263299
0.48124245,0.9173652,0.9514279,0.9638878,0.9418253,0.9360208
0.5852407,0.8989187,0.9246058,0.9402513,0.92390007,0.9112454
0.74469423,0.9040761,0.93684036,0.94609183,0.9280751,0.9120958
0.4938469,0.8315772,0.89048827,0.9235614,0.8750181,0.8685612
0.5655853,0.860611,0.91478944,0.9171205,0.9018913,0.8851413
0.68033504,0.90531385,0.9481359,0.9270617,0.9451087,0.93111825
0.26148307,0.8364289,0.8818759,0.8998438,0.8813927,0.86642915
0.4980273,0.90754116,0.9233794,0.9298099,0.91037184,0.9044388
0.28649113,0.8712907,0.8956907,0.9031941,0.8871787,0.8847428
0.47803196,0.87926567,0.8846234,0.90750307,0.87311023,0.8562116
0.43592915,0.88553935,0.895311,0.9278717,0.88248974,0.86131203
0.61680037,0.9184488,0.92840326,0.9456483,0.92087334,0.9027943
0.5445944,0.8868875,0.91171855,0.9347493,0.9027812,0.8888468
0.60202074,0.8926345,0.92239946,0.94961613,0.90964967,0.91088724
0.6432358,0.89864457,0.92308176,0.9422175,0.9126646,0.91122085
