sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.2662592,0.8965539,0.919941,0.9315133,0.918702,0.91736174
0.21930158,0.83729565,0.8898797,0.8286416,0.8704433,0.87410647
0.61955124,0.85623634,0.88772446,0.8819093,0.8637001,0.89035946
0.15377927,0.8758903,0.8943528,0.9142642,0.8639597,0.8641206
0.43423453,0.87312925,0.8873359,0.92472786,0.8764753,0.8954296
0.36863434,0.85338145,0.8765044,0.9367638,0.8997076,0.8837856
0.13451071,0.8438906,0.87844574,0.9082693,0.87747383,0.8823855
0.20031065,0.87084407,0.8620248,0.89857507,0.84691525,0.8746751
0.36868125,0.90785086,0.91648704,0.93334347,0.86253786,0.8664407
0.40777978,0.9153938,0.9172106,0.93425435,0.91151196,0.89259636
0.45075428,0.8923861,0.9203982,0.93119913,0.9124335,0.9221934
0.43029016,0.91192037,0.9384332,0.9184241,0.9221842,0.9252515
0.12932035,0.9024922,0.920208,0.9490733,0.90121,0.91151017
0.26421118,0.91910917,0.9252769,0.9429115,0.9001395,0.90090805
0.54113203,0.93758786,0.940428,0.9521909,0.930124,0.94062024
0.36050358,0.8920383,0.91740054,0.93046623,0.91220254,0.9123578
0.5149892,0.90428466,0.9256883,0.9477008,0.9174421,0.9162308
