sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.6117155,0.90660155,0.92774963,0.94904184,0.9169636,0.9159615
0.55799747,0.91403025,0.9310716,0.9546997,0.91578096,0.93929696
0.53939545,0.8906138,0.91033304,0.94377315,0.9158901,0.917751
0.4590812,0.9020133,0.9165597,0.9447497,0.9151488,0.90584356
0.4101796,0.9429136,0.9422438,0.9615006,0.9250126,0.9342023
0.41007152,0.91321516,0.92376727,0.95210344,0.92270017,0.9047575
0.2147175,0.83131015,0.862224,0.9069742,0.86662775,0.83608377
0.10978702,0.81968635,0.8900852,0.91843885,0.87714106,0.8811436
0.26332584,0.88984936,0.9241621,0.94348717,0.91052526,0.90103126
0.32618865,0.89151746,0.9188138,0.9357493,0.913379,0.8883256
0.6953229,0.9287079,0.9428348,0.9621642,0.9482289,0.93124855
0.37671915,0.9439657,0.9477488,0.952454,0.94068366,0.9205918
0.103037834,0.8965191,0.91677874,0.9296413,0.89719814,0.89094687
0.2550965,0.8858771,0.9114971,0.94683284,0.90185845,0.9129613
0.6420313,0.9093994,0.9241242,0.9562379,0.9291137,0.9378117
0.35679403,0.8971724,0.91314316,0.9418267,0.900418,0.90978426
0.3797473,0.8956689,0.9408482,0.9111795,0.9165905,0.89550126
