sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.7179958,0.89713997,0.93980217,0.9257163,0.9155192,0.9150169
0.72724235,0.9105227,0.9503488,0.94727707,0.92197275,0.92710346
0.6650373,0.9269355,0.95597386,0.96920955,0.94398016,0.9600526
0.7151207,0.9155671,0.9332431,0.94700557,0.92038935,0.9244742
0.30323282,0.7874378,0.78783655,0.8391108,0.77137554,0.7977563
0.22000529,0.7896203,0.80139583,0.8563038,0.7771182,0.8157901
0.6526998,0.93040204,0.9187604,0.92582387,0.8940684,0.9142225
0.5056692,0.81863636,0.84106296,0.82764375,0.8465382,0.8416614
0.29584852,0.79842687,0.8662057,0.88640535,0.8006554,0.85892826
0.45889425,0.90975565,0.91535217,0.94939077,0.89119107,0.9125258
0.49855718,0.9113258,0.93224627,0.95533067,0.9189766,0.9247132
0.3285762,0.85328823,0.8648904,0.8895991,0.84200805,0.84453744
0.25539544,0.9050959,0.9116214,0.9253969,0.8895239,0.89230853
0.45571253,0.9219511,0.9113568,0.9459166,0.91425455,0.92359143
0.2646716,0.9018036,0.89919597,0.9343342,0.8782068,0.89558077
0.7296499,0.91993463,0.9246853,0.9371994,0.920023,0.914952
0.82873785,0.9541265,0.9575814,0.9754616,0.9482158,0.9587868
0.5560722,0.8849017,0.91946846,0.94507545,0.902397,0.9158144
0.37344557,0.88440937,0.9082335,0.94642043,0.8768181,0.8982867
0.4850529,0.8757794,0.9032926,0.9450123,0.9076787,0.9168831
0.36868712,0.80195445,0.8349845,0.88697326,0.85024625,0.87369335
0.6665567,0.89791006,0.9064933,0.9455123,0.8428641,0.92899966
0.66717076,0.8867316,0.9156197,0.939405,0.8673362,0.92108923
0.6232078,0.8845265,0.9196092,0.93903106,0.9164651,0.92207056
0.5612948,0.90151423,0.9315834,0.9390325,0.92665744,0.9244064
0.6764847,0.94263977,0.9516935,0.9668002,0.9432199,0.95467573
0.5508854,0.9354618,0.944537,0.95948625,0.9237576,0.9443618
0.56715703,0.9455175,0.9570124,0.9647591,0.94318706,0.9463221
0.75560206,0.87603873,0.92470294,0.9241932,0.90372777,0.9224214
0.63704276,0.8752005,0.928003,0.93672454,0.9041285,0.9117713
0.624162,0.8787787,0.9122308,0.9049848,0.85925394,0.8723497
