sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.4889636,0.85493696,0.89070195,0.9242139,0.8841115,0.8772407
0.6590532,0.85124105,0.8985912,0.9194666,0.8957447,0.89101416
0.48943174,0.8713727,0.9158977,0.9130947,0.88583815,0.88964534
0.4329248,0.90398145,0.92830515,0.9292969,0.9167252,0.891853
0.34138438,0.8377161,0.8701438,0.91928244,0.90250593,0.87106663
0.20090346,0.7449902,0.82182896,0.7970139,0.81814057,0.8074192
0.22433652,0.80836046,0.84188503,0.86779577,0.8498527,0.8523782
0.23595527,0.83935267,0.8504449,0.87258446,0.84917456,0.866434
0.23315564,0.8730807,0.8966944,0.92007816,0.8852742,0.90162456
0.30301356,0.80477583,0.8504831,0.83712924,0.8396023,0.8590521
0.034846153,0.7724527,0.8585536,0.8486731,0.86122835,0.82732725
0.38215193,0.7799573,0.87285703,0.9038079,0.8710554,0.88369906
0.382452,0.87498504,0.9252393,0.93225294,0.9170091,0.9150359
0.66894186,0.9256962,0.93939054,0.9461407,0.9236378,0.9286852
0.45837998,0.887209,0.9112378,0.89055,0.85624075,0.88304704
0.27321416,0.8953319,0.91773206,0.89307946,0.88896453,0.9048045
0.22864833,0.8648976,0.89214754,0.92199653,0.86300534,0.8794307
0.2522004,0.8898149,0.8919473,0.9119292,0.85852385,0.8690952
0.2594143,0.90506256,0.91542906,0.906466,0.89161944,0.8698569
0.2118113,0.8378752,0.8635005,0.89712113,0.84490746,0.862758
0.47708368,0.86274874,0.9020462,0.9410545,0.8833273,0.9274974
0.33880866,0.84355307,0.9078109,0.9080964,0.86325294,0.8782379
0.40136003,0.8244934,0.8878038,0.8598774,0.84828204,0.89814764
0.1246372,0.80595934,0.8253967,0.73030657,0.77251977,0.7471671
0.22938658,0.88120145,0.8940147,0.9220884,0.8765802,0.8800158
0.5740006,0.9229912,0.92270726,0.94031835,0.90281343,0.91667986
0.45963562,0.88849163,0.92378557,0.9457203,0.89905167,0.92163706
0.53865135,0.92693543,0.93486947,0.94888544,0.90928215,0.92441404
0.36054292,0.8806521,0.8715601,0.86248046,0.7326446,0.8364633
0.5665854,0.82236284,0.86267465,0.8546758,0.79003805,0.88464534
0.25871032,0.8149105,0.8737836,0.7964723,0.87702495,0.85482365
0.4043938,0.8571877,0.903175,0.92379886,0.87666494,0.89077914
0.32160893,0.87068564,0.9113378,0.91576314,0.8616559,0.88486123
0.030930968,0.8273629,0.8778747,0.9175428,0.87061495,0.8687849
