sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
0.33392897,0.8404296,0.87057924,0.89091986,0.86234933,0.8422459
0.050771546,0.7413806,0.79832065,0.8020036,0.81109965,0.77948153
0.2686112,0.7981371,0.7805503,0.7507886,0.74993277,0.8265752
0.5314064,0.8058027,0.82836777,0.768597,0.79448867,0.831346
0.3383274,0.7939462,0.81153417,0.75938535,0.7937019,0.7050118
0.49966276,0.7657204,0.8413361,0.7249705,0.7433598,0.6935971
0.43355787,0.8383588,0.8759502,0.88785434,0.8491428,0.82540053
0.23995715,0.80842507,0.8969712,0.8080594,0.7795523,0.6815044
0.08154529,0.76473427,0.84732544,0.7188129,0.7702553,0.6611122
0.070853904,0.8499487,0.89456505,0.8770939,0.8661063,0.8316703
0.31654355,0.90969366,0.8949324,0.9252564,0.8702439,0.86450064
0.4364804,0.9490933,0.94787705,0.95743656,0.93018633,0.9339395
0.19426237,0.77669317,0.82860297,0.8175046,0.8001996,0.815751
0.75766355,0.85974324,0.89869666,0.8552233,0.88309985,0.9011266
0.39114705,0.8646145,0.9005874,0.9057248,0.9004274,0.91458714
0.17092909,0.7787306,0.85009354,0.91786486,0.8380405,0.8602263
0.24516827,0.8222494,0.87390035,0.89737767,0.8412283,0.8608801
0.50745684,0.89557457,0.92765075,0.93594927,0.8976006,0.9156726
0.25750142,0.85099745,0.8973452,0.90910256,0.8772748,0.8992619
0.54905224,0.9113964,0.94588715,0.9623086,0.9246235,0.9484365
0.16183338,0.90419036,0.91548955,0.93750125,0.88981915,0.8932365
