Recording	Participant	Timeline	TOI	Interval	Media	Condition	AOI	Sentence	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		の		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					51	1	8	の	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		で		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					52	1	8	で	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		あ		87598	84868	Escape	132	132	132	132	1	46553	132	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.47694	132	132	132	132	1	46553	132	2.47694	132	132	132	132	1	46553	132	156	156	156	156	1	46529	156	0			0			0	46529	46685	91.84	369.33	53	1	8	あ	Character		132	132	132	0	132	132	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		る		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					54	1	8	る	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		。		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					55	1	8	。	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		こ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					1	1	9	こ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		の		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					2	1	9	の	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		よ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					3	1	9	よ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		う		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					4	1	9	う	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		な		87598	84868	Escape	158	158	158	158	1	46908	158	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.50428	158	158	158	158	1	46908	158	2.50428	158	158	158	158	1	46908	158	178	178	178	178	1	46889	178	0			0			0	46889	47067	74.75	112.08	5	1	9	な	Character		0	0	0		158	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		夏		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					6	1	9	夏	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		の		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					7	1	9	の	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		典		87598	84868	Escape	150	150	150	150	1	46739	150	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.48772	150	150	150	150	1	46739	150	2.48772	150	150	150	150	1	46739	150	204	204	204	204	1	46685	204	0			0			0	46685	46889	369.33	74.75	8	1	9	典	Character		150	150	150	1	150	308	158
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		型		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					9	1	9	型	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		的		87598	84868	Escape	208	208	208	208	1	47091	208	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.5187	208	208	208	208	1	47091	208	2.5187	208	208	208	208	1	47091	208	232	232	232	232	1	47067	232	0			0			0	47067	47299	112.08	69.53	10	1	9	的	Character		208	208	208	0	208	208	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		な		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					11	1	9	な	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		気		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					12	1	9	気	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		圧		87598	84868	Escape	189	189	189	189	1	47320	189	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.52553	189	189	189	189	1	47320	189	2.52553	189	189	189	189	1	47320	189	210	210	210	210	1	47299	210	0			0			0	47299	47509	69.53	55.59	13	1	9	圧	Character		189	189	189	0	189	189	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		配		87598	84868	Escape	800	800	800	800	1	83469	800	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.64611	800	800	800	800	1	83469	800	2.64611	800	800	800	800	1	83469	800	836	836	836	836	1	83433	836	0			0			0	83433	84269	180.32	76.05	14	1	9	配	Character		0	0	0		800	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		置		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					15	1	9	置	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		を		87598	84868	Escape	188	188	188	188	1	47529	188	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.48979	188	188	188	188	1	47529	188	2.48979	188	188	188	188	1	47529	188	208	208	208	208	1	47509	208	0			0			0	47509	47717	55.59	57.04	16	1	9	を	Character		188	188	188	0	188	188	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		南		87598	84868	Escape	197	197	197	197	1	48672	197	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.52886	197	197	197	197	1	48672	197	2.52886	197	197	197	197	1	48672	197	201	201	201	201	1	48669	201	0			0			0		48870		44.1	17	1	9	南	Character		0	0	0		197	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		高		87598	84868	Escape	517	259	201	317	2	47737	201	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.50788	517	259	201	317	2	47737	201	2.50788	517	259	201	317	2	47737	201	556	278	220	336	2	47717	220	0			0			0	47717	47937	57.04	63.79	18	1	9	高	Character		201	201	201	0	517	201	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		北		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					19	1	9	北	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		低		87598	84868	Escape	1269	1269	1269	1269	1	48883	1269	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.35793	1269	1269	1269	1269	1	48883	1269	2.35793	1269	1269	1269	1269	1	48883	1269	1282	1282	1282	1282	1	48870	1282	0			0			0	48870	50152	44.1	31.12	20	1	9	低	Character		0	0	0		1269	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		型		87598	84868	Escape	160	160	160	160	1	47956	160	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.49522	160	160	160	160	1	47956	160	2.49522	160	160	160	160	1	47956	160	178	178	178	178	1	47937	178	0			0			0	47937	48116	63.79	56.05	21	1	9	型	Character		160	160	160	1	160	1943	1783
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		と		87598	84868	Escape	369	369	369	369	1	50153	369	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.50677	369	369	369	369	1	50153	369	2.50677	369	369	369	369	1	50153	369	370	370	370	370	1	50152	370	0			0			0	50152	50522	31.12	36.73	22	1	9	と	Character		369	369	369	0	369	369	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		い		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					23	1	9	い	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		う		87598	84868	Escape	107	107	107	107	1	50532	107	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.57462	107	107	107	107	1	50532	107	2.57462	107	107	107	107	1	50532	107	116	116	116	116	1	50522	116	0			0			0	50522	50638	36.73	384.49	24	1	9	う	Character		107	107	107	0	107	107	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		。		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					25	1	9	。	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		高		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					1	1	10	高	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		気		87598	84868	Escape	113	113	113	113	1	55971	113	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.60482	113	113	113	113	1	55971	113	2.60482	113	113	113	113	1	55971	113	133	133	133	133	1	55951	133	0			0			0	55951	56083	66.47	290.04	2	1	10	気	Character		0	0	0		113	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		圧		87598	84868	Escape	670	335	317	353	2	50882	317	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.63825	670	335	317	353	2	50882	317	2.63825	670	335	317	353	2	50882	317	709	355	337	372	2	50862	337	0			0			0	50862	51199	88.64	282.37	3	1	10	圧	Character		0	0	0		670	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		が		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					4	1	10	が	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		東		87598	84868	Escape	209	209	209	209	1	55742	209	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.6211	209	209	209	209	1	55742	209	2.6211	209	209	209	209	1	55742	209	233	233	233	233	1	55717	233	0			0			0	55717	55951	142.53	66.47	5	1	10	東	Character		0	0	0		209	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		シ		87598	84868	Escape	162	162	162	162	1	56704	162	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.58547	162	162	162	162	1	56704	162	2.58547	162	162	162	162	1	56704	162	207	207	207	207	1	56658	207	0			0			0		56866		91.73	6	1	10	シ	Character		0	0	0		162	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ナ		87598	84868	Escape	863	288	156	471	3	50707	156	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.64681	863	288	156	471	3	50707	156	2.64681	863	288	156	471	3	50707	156	972	324	224	493	3	50638	224	0			0			0	50638	50862	384.49	88.64	7	1	10	ナ	Character		156	156	627	1	863	472	317
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		海		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					8	1	10	海	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		や		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					9	1	10	や	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		朝		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					10	1	10	朝	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		鮮		87598	84868	Escape	112	112	112	112	1	55605	112	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.55089	112	112	112	112	1	55605	112	2.55089	112	112	112	112	1	55605	112	157	157	157	157	1	55561	157	0			0			0		55717		142.53	11	1	10	鮮	Character		0	0	0		112	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		半		87598	84868	Escape	322	322	322	322	1	58522	322	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.59532	322	322	322	322	1	58522	322	2.59532	322	322	322	322	1	58522	322	358	358	358	358	1	58487	358	0			0			0					12	1	10	半	Character		0	0	0		322	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		島		87598	84868	Escape	233	233	233	233	1	57756	233	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.65215	233	233	233	233	1	57756	233	2.65215	233	233	233	233	1	57756	233	257	257	257	257	1	57732	257	0			0			0	57732	57988	114.24	95.89	13	1	10	島	Character		0	0	0		233	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		に		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					14	1	10	に	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ま		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					15	1	10	ま	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		で		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					16	1	10	で	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		張		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					17	1	10	張	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		り		87598	84868	Escape	466	233	214	252	2	56117	252	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.62866	466	233	214	252	2	56117	252	2.62866	466	233	214	252	2	56117	252	522	261	237	285	2	56083	285	0			0			0	56083	56368	290.04	107.74	18	1	10	り	Character		0	0	0		466	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		出		87598	84868	Escape	984	328	238	460	3	51232	238	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.59118	984	328	238	460	3	51232	238	2.59118	984	328	238	460	3	51232	238	1062	354	272	475	3	51199	272	0			0			0	51199	51471	282.37	117.89	19	1	10	出	Character		238	238	238	0	984	238	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		し		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					20	1	10	し	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		膨		87598	84868	Escape	522	261	167	356	2	58244	167	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.66485	522	261	167	356	2	58244	167	2.66485	522	261	167	356	2	58244	167	576	288	186	390	2	58225	186	0			0			0	58225	59606	62.93	81.55	21	1	10	膨	Character		0	0	0		522	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ら		87598	84868	Escape	217	217	217	217	1	60335	217	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.59169	217	217	217	217	1	60335	217	2.59169	217	217	217	217	1	60335	217	234	234	234	234	1	60318	234	0			0			0	60318	60552	45.85	45.95	22	1	10	ら	Character		0	0	0		217	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ん		87598	84868	Escape	493	247	202	292	2	56392	202	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.60418	493	247	202	292	2	56392	202	2.60418	493	247	202	292	2	56392	202	539	270	226	313	2	56368	226	0			0			0	56368	61341	107.74	50.64	23	1	10	ん	Character		0	0	0		493	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		だ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					24	1	10	だ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		形		87598	84868	Escape	177	177	177	177	1	51494	177	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.62368	177	177	177	177	1	51494	177	2.62368	177	177	177	177	1	51494	177	200	200	200	200	1	51471	200	0			0			0	51471	51671	117.89	77.48	25	1	10	形	Character		177	177	177	0	177	177	0
