Actual,Predicted,Error,,X_std,Y_std,,X_100,Y_100
60.577,33.05641612,27.52058388,,1.636299887,1.306077073,,0.60577,0.330564161
13.654,21.02317816,-7.369178164,,-0.493938766,0.157693084,,0.13654,0.210231782
8.654,34.30483848,-25.65083848,,-0.720931781,1.425219423,,0.08654,0.343048385
5.577,13.49527525,-7.918275254,,-0.860623283,-0.560727279,,0.05577,0.134952753
64.423,21.81765901,42.60534099,,1.810902914,0.23351383,,0.64423,0.21817659
9.551,9.912035212,-0.361035212,,-0.680209234,-0.902691387,,0.09551,0.099120352
20.064,24.88266671,-4.81866671,,-0.20293372,0.526020783,,0.20064,0.248826667
7.372,10.35937104,-2.987371039,,-0.779132791,-0.860000193,,0.07372,0.10359371
9.295,9.843595628,-0.548595628,,-0.691831277,-0.909222873,,0.09295,0.098435956
8.782,12.42816145,-3.646161453,,-0.71512076,-0.662566568,,0.08782,0.124281615
26.603,37.16080173,-10.55780173,,0.093927745,1.69777636,,0.26603,0.371608017
9.038,11.03739275,-1.999392748,,-0.703498718,-0.795293646,,0.09038,0.110373928
4.038,17.61454536,-13.57654536,,-0.930491733,-0.1676075,,0.04038,0.176145454
5.449,22.75930484,-17.31030484,,-0.866434304,0.323379168,,0.05449,0.227593048
71.218,14.35797709,56.86002291,,2.119386422,-0.478395908,,0.71218,0.143579771
5.577,29.77857255,-24.20157255,,-0.860623283,0.993258272,,0.05577,0.297785726
5.705,34.12545151,-28.42045151,,-0.854812262,1.408099748,,0.05705,0.341254515
5.192,21.78374696,-16.59174696,,-0.878101745,0.230277457,,0.05192,0.21783747
6.603,7.770642655,-1.167642655,,-0.814044316,-1.107053749,,0.06603,0.077706427
60.192,24.44067655,35.75132345,,1.618821424,0.483839749,,0.60192,0.244406766
10.321,7.912203031,2.408796969,,-0.64525231,-1.09354403,,0.10321,0.07912203
59.423,9.78774818,49.63525182,,1.583909899,-0.914552637,,0.59423,0.097877482
60.705,12.88816767,47.81683233,,1.642110908,-0.618666183,,0.60705,0.128881677
23.526,43.74340819,-20.21740819,,-0.045763756,2.32598299,,0.23526,0.437434082
64.295,31.97683904,32.31816096,,1.805091893,1.203048359,,0.64295,0.31976839
28.526,20.48357316,8.042426843,,0.181229259,0.106196242,,0.28526,0.204835732
13.141,16.75833803,-3.617338028,,-0.517228249,-0.249319073,,0.13141,0.16758338
11.859,21.92356485,-10.06456485,,-0.575429258,0.243620883,,0.11859,0.219235649
12.5,16.21200512,-3.712005122,,-0.546328754,-0.301457987,,0.125,0.162120051
11.603,10.53440392,1.068596075,,-0.587051301,-0.843296047,,0.11603,0.105344039
70.577,22.19522459,48.38177541,,2.090285918,0.269546548,,0.70577,0.221952246
31.987,12.87596274,19.11103726,,0.338353824,-0.619830953,,0.31987,0.128759627
8.013,20.77949014,-12.76649014,,-0.750032286,0.13443688,,0.08013,0.207794901
5.962,14.527857,-8.565856999,,-0.843144821,-0.462183533,,0.05962,0.14527857
67.244,35.43671488,31.80728512,,1.938972373,1.533239288,,0.67244,0.354367149
36.09,15.62070481,20.46929519,,0.524624293,-0.357888336,,0.3609,0.156207048
3.782,10.4740585,-6.6920585,,-0.942113776,-0.849055072,,0.03782,0.104740585
3.91,10.65521879,-6.745218793,,-0.936302754,-0.831766161,,0.0391,0.106552188
10.577,12.31063055,-1.73363055,,-0.633630268,-0.673783051,,0.10577,0.123106306
25.321,17.51239472,7.808605281,,0.035726736,-0.177356178,,0.25321,0.175123947
14.167,16.38005814,-2.213058141,,-0.470649283,-0.28541996,,0.14167,0.163800581
28.397,28.47760515,-0.080605152,,0.175372839,0.869101321,,0.28397,0.284776052
50,44.41210258,5.587897419,,1.156118862,2.38979939,,0.5,0.444121026
64.551,42.95214625,21.59885375,,1.816713935,2.250469438,,0.64551,0.429521463
42.244,36.53466514,5.709334863,,0.804007296,1.638021434,,0.42244,0.365346651
14.423,15.06996765,-0.646967647,,-0.45902724,-0.410447567,,0.14423,0.150699677
23.397,22.62081111,0.776188889,,-0.051620176,0.310162112,,0.23397,0.226208111
31.603,10.42662055,21.17637945,,0.320920761,-0.853582281,,0.31603,0.104266206
55.577,28.96793613,26.60906387,,1.409306871,0.915895729,,0.55577,0.289679361
41.859,37.35378839,4.505211611,,0.786528834,1.716193912,,0.41859,0.373537884
18.397,20.37746547,-1.980465468,,-0.278613191,0.096069926,,0.18397,0.203774655
40.449,40.54861234,-0.099612338,,0.722516804,2.021089791,,0.40449,0.405486123
7.372,9.879250234,-2.507250234,,-0.779132791,-0.9058202,,0.07372,0.098792502
8.654,9.734409905,-1.080409905,,-0.720931781,-0.919642939,,0.08654,0.097344099
38.91,23.96157306,14.94842694,,0.652648354,0.438116829,,0.3891,0.239615731
63.013,34.37610613,28.63689387,,1.746890884,1.432020803,,0.63013,0.343761061
23.654,9.494163186,14.15983681,,-0.039952735,-0.942570724,,0.23654,0.094941632
9.808,10.53424239,-0.726242395,,-0.668541793,-0.843311462,,0.09808,0.105342424
34.038,43.06280317,-9.024803171,,0.431466359,2.261029906,,0.34038,0.430628032
10.064,9.754230698,0.309769302,,-0.656919751,-0.917751355,,0.10064,0.097542307
65.192,15.22355972,49.96844028,,1.84581444,-0.395789611,,0.65192,0.152235597
31.731,17.62006173,14.11093827,,0.326731782,-0.167081049,,0.31731,0.176200617
50.577,16.90204267,33.67495733,,1.182313856,-0.235604717,,0.50577,0.169020427
19.038,17.35521701,1.682782988,,-0.249512687,-0.192356327,,0.19038,0.17355217
60.962,26.94700874,34.01499126,,1.653778349,0.72302988,,0.60962,0.269470087
4.295,12.50271633,-8.207716329,,-0.918824292,-0.655451474,,0.04295,0.125027163
34.679,17.73354062,16.94545938,,0.460566864,-0.156251268,,0.34679,0.177335406
58.013,50.52991985,7.483080152,,1.519897868,2.973649175,,0.58013,0.505299199
5.577,15.59268621,-10.01568621,,-0.860623283,-0.360562272,,0.05577,0.155926862
9.295,14.35399171,-5.058991709,,-0.691831277,-0.47877625,,0.09295,0.143539917
16.218,16.80966894,-0.591668936,,-0.377536748,-0.244420342,,0.16218,0.168096689
16.218,16.11785315,0.100146853,,-0.377536748,-0.310443317,,0.16218,0.161178532
15.064,16.12527348,-1.061273481,,-0.429926736,-0.309735163,,0.15064,0.161252735
26.859,16.76663906,10.09236094,,0.105549788,-0.248526869,,0.26859,0.167666391
61.474,31.84087108,29.63312892,,1.677022434,1.190072348,,0.61474,0.318408711
15.192,14.98813298,0.203867019,,-0.424115714,-0.418257403,,0.15192,0.14988133
27.5,24.62603293,2.873967074,,0.134650292,0.50152911,,0.275,0.246260329
19.423,19.52309386,-0.100093855,,-0.232034225,0.014533544,,0.19423,0.195230939
23.782,17.72052795,6.06147205,,-0.034141714,-0.157493123,,0.23782,0.17720528
53.782,18.24980307,35.53219693,,1.327816379,-0.106982107,,0.53782,0.182498031
13.526,13.39730404,0.128695955,,-0.499749787,-0.570077095,,0.13526,0.13397304
20.833,14.42326522,6.409734783,,-0.168022194,-0.472165179,,0.20833,0.144232652
33.397,24.43364564,8.963354358,,0.402365855,0.483168759,,0.33397,0.244336456
26.09,25.9905389,0.099461102,,0.070638262,0.631749822,,0.2609,0.259905389
58.91,14.85212282,44.05787718,,1.560620415,-0.431237442,,0.5891,0.148521228
63.269,27.69721598,35.57178402,,1.758512926,0.794625404,,0.63269,0.27697216
82.885,49.8053849,33.0796151,,2.649051924,2.904503669,,0.82885,0.498053849
65.064,37.46954661,27.59445339,,1.840003419,1.72724122,,0.65064,0.374695466
74.423,41.16517673,33.25782327,,2.264888945,2.0799312,,0.74423,0.411651767
38.91,12.03993634,26.87006366,,0.652648354,-0.699616572,,0.3891,0.120399363
9.551,9.450663668,0.100336332,,-0.680209234,-0.946722071,,0.09551,0.094506637
66.859,49.2122775,17.6467225,,1.921493911,2.847900862,,0.66859,0.492122775
24.53404327,19.37080542,,,,,,,
22.02710947,10.47840972,,,,,,,
