HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF
,0.009337606001832584,0.012271669926220639,0.002717849930475361,0.00013311597182639735,0.02446024183035498,4.515212480504501,0.5016986345160164,0.1111129623870901,-5.9079141779947975
