Original Data shape,sfs,Models,Best number of features,Slected Features,Model Params,Model Accuravy,Accuracy,Precision,Recall,F1_Score,Date,Dataset
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-02-35,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-13-14,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-23-24,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-30-14,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-37-00,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-43-42,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 60, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.23515057742959405, 'gb__max_depth': 6, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 114, 'gb__subsample': 0.6642657979309929, 'knn__leaf_size': 14, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 127, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.00917866130462516, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 141, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 44, 'rf__min_samples_leaf': 0.46194860129903925, 'rf__min_samples_split': 2, 'rf__n_estimators': 63, 'svm__C': 89.97674452921731, 'svm__gamma': 1}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7508999653859466, 'svm': 0.7620976116303219, 'knn': 0.7547075112495673, 'mlp': 0.7602284527518173, 'nb': 0.31966078227760475}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_20-51-42,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 7, 'final_estimator__max_iter': 290, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.7896910002727693, 'gb__max_depth': 7, 'gb__min_samples_leaf': 3, 'gb__n_estimators': 224, 'gb__subsample': 0.6742508365045984, 'knn__leaf_size': 97, 'knn__n_neighbors': 6, 'log__C': 4, 'log__max_iter': 171, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.0021584494295802444, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 353, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 0.19182496720710063, 'rf__min_samples_split': 5, 'rf__n_estimators': 10, 'svm__C': 45.64633644393066, 'svm__gamma': 5}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.5496538594669436, 'svm': 0.7620976116303219, 'knn': 0.7565420560747663, 'mlp': 0.7342679127725857, 'nb': 0.33449290411907234}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-01-13,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 7, 'final_estimator__max_iter': 290, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.7896910002727693, 'gb__max_depth': 7, 'gb__min_samples_leaf': 3, 'gb__n_estimators': 224, 'gb__subsample': 0.6742508365045984, 'knn__leaf_size': 97, 'knn__n_neighbors': 6, 'log__C': 4, 'log__max_iter': 171, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.0021584494295802444, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 353, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 0.19182496720710063, 'rf__min_samples_split': 5, 'rf__n_estimators': 10, 'svm__C': 45.64633644393066, 'svm__gamma': 5}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.5496538594669436, 'svm': 0.7620976116303219, 'knn': 0.7565420560747663, 'mlp': 0.7342679127725857, 'nb': 0.33449290411907234}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-03-06,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 7, 'final_estimator__max_iter': 290, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.7896910002727693, 'gb__max_depth': 7, 'gb__min_samples_leaf': 3, 'gb__n_estimators': 224, 'gb__subsample': 0.6742508365045984, 'knn__leaf_size': 97, 'knn__n_neighbors': 6, 'log__C': 4, 'log__max_iter': 171, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.0021584494295802444, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 353, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 2, 'rf__min_samples_leaf': 0.19182496720710063, 'rf__min_samples_split': 5, 'rf__n_estimators': 10, 'svm__C': 45.64633644393066, 'svm__gamma': 5}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.5496538594669436, 'svm': 0.7620976116303219, 'knn': 0.7565420560747663, 'mlp': 0.7342679127725857, 'nb': 0.33449290411907234}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-04-59,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 1, 'final_estimator__max_iter': 59, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.06887044519220874, 'gb__max_depth': 1, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 239, 'gb__subsample': 0.8610175811523761, 'knn__leaf_size': 78, 'knn__n_neighbors': 13, 'log__C': 5, 'log__max_iter': 26, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.02295369138648824, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 385, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 3, 'rf__min_samples_leaf': 0.34953024007653466, 'rf__min_samples_split': 8, 'rf__n_estimators': 19, 'svm__C': 54.81840572986894, 'svm__gamma': 'auto'}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7751298026998962, 'svm': 0.7119591554170993, 'knn': 0.7621322256836276, 'mlp': 0.7342679127725857, 'nb': 0.31966078227760475}",0.8055555555555556,0.8007856341189673,0.8055555555555556,0.7674647022713321,2025-02-14_21-07-39,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 9, 'final_estimator__max_iter': 225, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.9664738869698842, 'gb__max_depth': 12, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 158, 'gb__subsample': 0.9372286383779006, 'knn__leaf_size': 91, 'knn__n_neighbors': 14, 'log__C': 4, 'log__max_iter': 175, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.05903879485703732, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 475, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 86, 'rf__min_samples_leaf': 0.5268609719612551, 'rf__min_samples_split': 9, 'rf__n_estimators': 17, 'svm__C': 128.177264666421, 'svm__gamma': 0.001}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7509691934925579, 'svm': 0.7528383523710627, 'knn': 0.7583939079266182, 'mlp': 0.7211318795430945, 'nb': 0.33449290411907234}",0.8240740740740741,0.8165692007797271,0.8240740740740741,0.8012136430215526,2025-02-14_21-11-40,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 9, 'final_estimator__max_iter': 225, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.9664738869698842, 'gb__max_depth': 12, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 158, 'gb__subsample': 0.9372286383779006, 'knn__leaf_size': 91, 'knn__n_neighbors': 14, 'log__C': 4, 'log__max_iter': 175, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.05903879485703732, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 475, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 86, 'rf__min_samples_leaf': 0.5268609719612551, 'rf__min_samples_split': 9, 'rf__n_estimators': 17, 'svm__C': 128.177264666421, 'svm__gamma': 0.001}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7509691934925579, 'svm': 0.7528383523710627, 'knn': 0.7583939079266182, 'mlp': 0.7211318795430945, 'nb': 0.33449290411907234}",0.8240740740740741,0.8165692007797271,0.8240740740740741,0.8012136430215526,2025-02-14_21-13-31,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 4, 'final_estimator__max_iter': 111, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.6012815281789674, 'gb__max_depth': 4, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 59, 'gb__subsample': 0.7863958303231542, 'knn__leaf_size': 96, 'knn__n_neighbors': 7, 'log__C': 2, 'log__max_iter': 195, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.07813478367384923, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 465, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 37, 'rf__min_samples_leaf': 0.8031841827948107, 'rf__min_samples_split': 6, 'rf__n_estimators': 14, 'svm__C': 130.06068569172706, 'svm__gamma': 'scale'}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7619591554170994, 'svm': 0.7138110072689512, 'knn': 0.7658359293873312, 'mlp': 0.7137937002422984, 'nb': 0.31966078227760475}",0.7870370370370371,0.7733511446382734,0.7870370370370371,0.7367849717576492,2025-02-14_21-17-00,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 9, 'final_estimator__max_iter': 140, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.6254850756321386, 'gb__max_depth': 7, 'gb__min_samples_leaf': 5, 'gb__n_estimators': 207, 'gb__subsample': 0.5816360972888419, 'knn__leaf_size': 52, 'knn__n_neighbors': 13, 'log__C': 3, 'log__max_iter': 198, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.030276687308583683, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 11, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'gini', 'rf__max_depth': 19, 'rf__min_samples_leaf': 0.7180899939708909, 'rf__min_samples_split': 6, 'rf__n_estimators': 16, 'svm__C': 76.13213498396927, 'svm__gamma': 0.001}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7452059536171685, 'svm': 0.7639667705088267, 'knn': 0.7621322256836276, 'mlp': 0.7546382831429561, 'nb': 0.33449290411907234}",0.8055555555555556,0.7934499635530563,0.8055555555555556,0.774288254735182,2025-02-14_21-19-42,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 9, 'final_estimator__max_iter': 177, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.9831956042537197, 'gb__max_depth': 16, 'gb__min_samples_leaf': 1, 'gb__n_estimators': 149, 'gb__subsample': 0.9520184695817405, 'knn__leaf_size': 78, 'knn__n_neighbors': 11, 'log__C': 1, 'log__max_iter': 231, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.08117767680895972, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 60, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'gini', 'rf__max_depth': 12, 'rf__min_samples_leaf': 0.5008860850711346, 'rf__min_samples_split': 3, 'rf__n_estimators': 12, 'svm__C': 117.3674124276454, 'svm__gamma': 'auto'}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7676531671858775, 'svm': 0.7119591554170993, 'knn': 0.7621149186569747, 'mlp': 0.7435790931118034, 'nb': 0.33449290411907234}",0.8240740740740741,0.8231629004824881,0.8240740740740741,0.7957846114270695,2025-02-14_21-22-32,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 56, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.48798715946014504, 'gb__max_depth': 16, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 20, 'gb__subsample': 0.8625620094136722, 'knn__leaf_size': 54, 'knn__n_neighbors': 5, 'log__C': 6, 'log__max_iter': 190, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.011623718186897503, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 33, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'log_loss', 'rf__max_depth': 90, 'rf__min_samples_leaf': 0.1466496383475432, 'rf__min_samples_split': 2, 'rf__n_estimators': 21, 'svm__C': 120.35908215146095, 'svm__gamma': 5}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7489961924541364, 'svm': 0.7620976116303219, 'knn': 0.747196261682243, 'mlp': 0.752803738317757, 'nb': 0.34006576670128075}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_21-24-37,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
