文章,主観難易度,興味度,読者の語彙量,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration,Number_of_regression,カタカナ語使用率（動詞のみ）,カタカナ語使用率（動詞のみ）（分子）,カタカナ語使用率（名詞のみ）,カタカナ語使用率（名詞のみ）（分子）,初級語彙の数,初級語彙の比率（％）,延べ語数,文の長さの平均（文字数）,文の長さの平均（語数）,漢字使用率,漢字使用率（分子）,漢字語彙難易度（低）,漢字語彙難易度（低）（分子）,漢字語彙難易度（外）,漢字語彙難易度（外）（分子）,漢字語彙難易度（常）,漢字語彙難易度（常）（分子）,漢字語彙難易度（高）,漢字語彙難易度（高）（分子）,漢字難易度（低）,漢字難易度（低）（分子）,漢字難易度（外）,漢字難易度（外）（分子）,漢字難易度（常）,漢字難易度（常）（分子）,漢字難易度（高）,漢字難易度（高）（分子）,漢語使用率（動詞のみ）,漢語使用率（動詞のみ）（分子）,漢語使用率（名詞のみ）,漢語使用率（名詞のみ）（分子）,漢語使用率（名詞＋動詞）,漢語使用率（名詞＋動詞）（分子）,総名詞数,総文字数,複合名詞句の長さの平均,連体修飾句の長さ（文字数）,連体修飾句の長さ（語数）,連体修飾率,連体修飾率（分子）,高頻度語使用率（延べ語）,高頻度語使用率（延べ語）（分子）,Cossim_model1,Cossim_model2,Cossim_model3,Cossim_model4,Cossim_model5,Cossim_model6,Norm_model1,Norm_model2,Norm_model3,Norm_model4,Norm_model5,Norm_model6,Avecossim_model1,Avecossim_model2,Avecossim_model3,Avecossim_model4,Avecossim_model5,Avecossim_model6
1,25.962,44.808,67528,4777,217.0,74.0,461.0,22,0.0,331.0,2.5288,4446,212.0,74.0,461.0,21,13314.0,166.0,2.53289,5309,1770.0,74.0,4903.0,3,0.0,331.0,17,13270.0,18218.0,227.79,231.63,1,331.0,331.0,4703.0,1.0,4777.0,16369.0,16038.0,4,0.0,0,0.0,0,3,75.0,6,9.0,6.0,0.22,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,1.0,1,1,9,0.0,0,0,0.0,0,0.67,4,0.45476374,0.83677644,0.90091044,0.9041071,0.8939421,0.8888228,16.720036,11.46279,13.294978,7.2236304,13.026092,9.647589,0.43946734,0.9305493,0.9319134,0.9471836,0.9372933,0.9251522
1,4.551,44.808,67528,4603,288.0,134.0,864.0,16,18268.0,159.0,2.5102,4603,288.0,134.0,864.0,16,18268.0,159.0,2.5102,4914,1638.0,387.0,3865.0,3,18268.0,3865.0,13,18218.0,23048.0,231.63,242.23,1,159.0,3631.0,4240.0,1.0,4603.0,4314.0,683.0,3,0.0,0,0.0,0,15,83.33,21,35.0,21.0,0.26,9,0.33,1,0.0,0,0.0,0,0.67,2,0.78,7,0.0,0,0.0,0,0.22,2,0.0,0,1.0,3,0.5,3,3,35,0.0,4,2,0.5,1,0.81,17,0.10582329,0.86595535,0.88079417,0.92350173,0.8752485,0.85815406,16.05966,11.36347,13.286478,7.309759,13.651624,10.130006,0.3026386,0.91395396,0.907757,0.94118536,0.9056046,0.89874834
1,6.859,44.808,67528,5275,251.0,138.0,727.0,21,23092.0,138.0,2.53889,5275,251.0,138.0,727.0,21,23092.0,138.0,2.53889,5655,1414.0,343.0,2268.0,4,23092.0,343.0,17,23048.0,23435.0,242.23,52.45,1,138.0,317.0,3636.0,1.0,5275.0,3725.0,3407.0,2,0.0,0,0.0,0,21,65.62,41,62.0,41.0,0.4,25,0.42,5,0.0,0,0.0,0,0.58,7,0.72,18,0.0,0,0.0,0,0.28,7,0.0,0,0.8,12,0.75,12,15,62,3.67,32,20,0.2,2,0.71,29,0.2574422,0.90222543,0.8771577,0.927411,0.85372305,0.8850528,16.519075,11.587621,13.184946,7.164585,12.674252,9.814635,0.68055123,0.9441079,0.95009744,0.9549004,0.9390081,0.95008796
1,7.628,44.808,67528,4009,267.0,142.0,576.0,15,27279.0,293.0,2.58562,4009,267.0,142.0,576.0,15,27279.0,293.0,2.58562,4269,854.0,293.0,1915.0,5,27279.0,293.0,10,28852.0,27573.0,270.07,57.29,1,293.0,293.0,2073.0,1.0,4009.0,3256.0,2962.0,2,0.0,0,0.0,0,9,64.29,13,28.0,13.0,0.29,8,0.5,2,0.0,0,0.25,1,0.25,1,0.62,5,0.0,0,0.12,1,0.25,2,0.0,0,1.0,4,0.8,4,4,28,3.0,5,2,0.67,2,0.62,8,0.4927025,0.9150905,0.9201511,0.9392715,0.90190065,0.90081304,17.545725,12.210241,13.592025,7.4247875,13.676506,10.182493,0.6250944,0.9302675,0.9452903,0.9577914,0.9408848,0.9397325
1,20.064,44.808,67528,2519,229.0,167.0,367.0,11,30837.0,167.0,2.63381,2269,227.0,167.0,367.0,10,30837.0,167.0,2.64073,2878,959.0,480.0,1253.0,3,30837.0,1253.0,7,30811.0,32091.0,66.55,76.82,1,167.0,1137.0,2519.0,1.0,2519.0,6875.0,5738.0,1,0.0,0,0.0,0,15,68.18,23,37.0,23.0,0.43,16,0.14,1,0.0,0,0.0,0,0.86,6,0.5,8,0.0,0,0.06,1,0.44,7,0.0,0,0.88,7,0.7,7,8,37,3.0,20,12,0.4,2,0.74,17,0.30333185,0.83076847,0.8559001,0.8843942,0.8462468,0.8702524,17.08904,11.619592,13.567696,7.5226727,14.540921,9.821568,0.55572253,0.9116603,0.92691386,0.9419399,0.9306418,0.9429401
1,64.679,44.808,67528,4178,209.0,93.0,374.0,20,186.0,121.0,2.50869,4178,209.0,93.0,374.0,20,186.0,121.0,2.50869,4620,4620.0,4620.0,4620.0,1,186.0,4620.0,19,150.0,4806.0,187.58,329.75,1,0.0,0.0,0.0,0.9988768684738736,4178.0,0.0,0.0,0,0.0,0,0.18,2,27,72.97,44,70.0,44.0,0.2,14,0.25,2,0.0,0,0.0,0,0.62,5,0.57,8,0.0,0,0.07,1,0.36,5,0.17,1,0.64,7,0.47,8,11,70,3.0,12,7,0.11,1,0.77,34,0.5211261,0.88042593,0.8934321,0.9071778,0.8696816,0.90572476,14.718414,11.387109,13.184923,7.110465,12.30608,9.978526,0.6880402,0.9437571,0.9559346,0.966057,0.9410828,0.9578496
1,7.756,44.808,67528,1600,178.0,13.0,348.0,9,4859.0,155.0,2.46792,1587,198.0,147.0,348.0,8,4859.0,155.0,2.46826,1773,887.0,13.0,1760.0,2,4859.0,1760.0,7,4806.0,6619.0,329.75,257.49,1,0.0,0.0,0.0,0.9969213525847875,1600.0,0.0,0.0,0,0.0,0,0.0,0,16,57.14,31,48.0,31.0,0.5,24,0.42,5,0.0,0,0.08,1,0.5,6,0.62,15,0.0,0,0.04,1,0.33,8,0.0,0,0.92,12,0.71,12,13,48,3.5,32,21,0.1,1,0.74,23,0.4720734,0.8881375,0.9188427,0.93473244,0.909704,0.92171055,17.023151,11.407703,13.193596,7.233638,13.2321,10.36388,0.76922107,0.9427607,0.9641495,0.9703368,0.96375316,0.9548201
1,4.808,44.808,67528,3704,232.0,116.0,437.0,16,0.0,150.0,2.46241,3554,237.0,116.0,437.0,15,6665.0,152.0,2.46003,3993,1997.0,150.0,3843.0,2,0.0,150.0,14,6619.0,150.0,257.49,187.58,1,150.0,150.0,3704.0,1.0,3704.0,9469.0,9319.0,3,0.0,0,0.17,1,9,64.29,18,32.0,18.0,0.19,6,0.33,1,0.0,0,0.0,0,0.33,1,0.83,5,0.0,0,0.0,0,0.17,1,0.0,0,0.5,3,0.43,3,6,32,6.0,0,0,0.0,0,0.61,11,0.4488536,0.8729075,0.89624876,0.9444532,0.8963697,0.9059386,17.218159,11.695705,13.770348,7.4791846,12.251182,10.066915,0.62639207,0.9415571,0.93996626,0.96220684,0.94039524,0.95347196
1,36.474,44.808,67528,4035,252.0,166.0,352.0,16,10557.0,284.0,2.50183,4035,252.0,166.0,352.0,16,10557.0,284.0,2.50183,4389,2195.0,1898.0,2491.0,2,10557.0,2491.0,14,10508.0,13048.0,323.6,226.61,1,284.0,2313.0,2313.0,0.0,4035.0,2313.0,0.0,1,0.0,0,0.0,0,10,66.67,15,29.0,15.0,0.24,7,1.0,2,0.0,0,0.0,0,0.0,0,0.57,4,0.0,0,0.0,0,0.43,3,0.0,0,1.0,2,0.5,2,2,29,4.0,0,0,0.0,0,0.67,10,0.36421716,0.87259156,0.885301,0.9215235,0.89337486,0.9188241,16.739292,12.109399,13.886438,7.4696465,13.745489,9.773328,0.67474,0.93400574,0.9448131,0.95872575,0.943853,0.95035046
1,0.962,44.808,67528,560,280.0,218.0,342.0,2,13087.0,218.0,2.40024,560,280.0,218.0,342.0,2,13087.0,218.0,2.40024,567,567.0,567.0,567.0,1,13087.0,567.0,1,13048.0,13655.0,226.61,146.58,1,218.0,560.0,560.0,0.0,560.0,560.0,0.0,1,0.0,0,0.0,0,23,56.1,45,80.0,45.0,0.42,34,0.59,10,0.0,0,0.12,2,0.29,5,0.76,26,0.0,0,0.06,2,0.18,6,0.0,0,0.89,17,0.77,17,19,80,4.0,30,17,0.25,3,0.64,29,0.14187162,0.7414966,0.80112016,0.8058934,0.8092381,0.83554,18.896214,12.749043,14.030914,8.898947,15.783315,10.103361,0.48860013,0.8410466,0.8927427,0.8570777,0.883075,0.8917565
1,9.038,44.808,67528,2610,217.0,137.0,377.0,12,13691.0,377.0,2.46778,2610,217.0,137.0,377.0,12,13691.0,377.0,2.46778,2860,1430.0,402.0,2458.0,2,13691.0,2458.0,10,13655.0,16149.0,146.58,180.6,1,377.0,2220.0,2220.0,0.0,2610.0,2220.0,0.0,3,0.0,0,0.0,0,24,64.86,41,69.0,41.0,0.39,27,0.42,5,0.0,0,0.08,1,0.42,5,0.7,19,0.0,0,0.07,2,0.22,6,0.14,1,0.73,11,0.55,12,15,69,3.0,36,20,0.14,2,0.83,34,0.24917735,0.77794147,0.85312355,0.81970423,0.81529313,0.85917,15.789468,11.802588,13.414616,7.444245,12.424463,10.012554,0.65906936,0.9289129,0.945635,0.9562816,0.92963016,0.95623183
1,39.936,44.808,67528,6513,233.0,63.0,650.0,28,16182.0,330.0,2.49737,6513,233.0,63.0,650.0,28,16182.0,330.0,2.49737,7140,3570.0,1114.0,6026.0,2,16182.0,6026.0,26,16149.0,22207.0,180.6,326.99,1,330.0,5536.0,5536.0,0.0,6513.0,5536.0,0.0,4,0.0,0,0.0,0,14,63.64,24,41.0,24.0,0.44,18,0.57,4,0.0,0,0.0,0,0.43,3,0.78,14,0.0,0,0.0,0,0.22,4,0.0,0,0.78,7,0.58,7,9,41,6.0,22,13,0.29,2,0.71,17,0.47549513,0.86177975,0.9086494,0.91387206,0.88874334,0.91815,17.610008,11.856565,13.45678,7.216577,12.877943,10.027517,0.8023105,0.95498246,0.9610728,0.9675557,0.95635134,0.96307415
1,54.423,44.808,67528,2748,229.0,132.0,467.0,12,22262.0,132.0,2.52103,2748,229.0,132.0,467.0,12,22262.0,132.0,2.52103,3003,3003.0,3003.0,3003.0,1,22262.0,3003.0,11,22207.0,25266.0,326.99,168.65,1,132.0,2748.0,2748.0,1.0,2748.0,5851.0,3103.0,2,0.0,0,0.0,0,14,82.35,22,37.0,22.0,0.19,7,0.0,0,0.0,0,0.0,0,0.0,0,0.43,3,0.0,0,0.43,3,0.14,1,0.0,0,0.0,0,0.0,0,4,37,4.0,5,3,0.33,1,0.59,13,0.6607724,0.8918444,0.91324836,0.93784404,0.9103062,0.92938495,18.618406,11.903116,13.64679,7.427094,14.233286,9.876434,0.6710264,0.9184732,0.94738,0.9626324,0.9453797,0.9555389
1,2.115,44.808,67528,4016,251.0,81.0,714.0,16,0.0,161.0,2.40058,3855,257.0,81.0,714.0,15,379.0,369.0,2.40084,4256,2128.0,161.0,4095.0,2,0.0,161.0,14,346.0,161.0,169.34,191.86,1,161.0,4016.0,4016.0,0.0,4016.0,4016.0,0.0,2,0.0,0,0.0,0,13,68.42,20,33.0,20.0,0.36,12,0.5,2,0.0,0,0.0,0,0.5,2,0.67,8,0.0,0,0.0,0,0.33,4,0.0,0,0.67,4,0.5,4,6,33,4.0,0,0,0.0,0,0.7,14,0.6812745,0.8636507,0.9003265,0.9388222,0.90884614,0.9213407,17.480556,11.7217865,13.429012,7.341591,13.61221,9.963999,0.67757475,0.94025826,0.9408641,0.9654728,0.94246435,0.9497928
1,7.628,44.808,67528,8724,236.0,74.0,419.0,37,4532.0,157.0,2.49207,8724,236.0,74.0,419.0,37,4532.0,157.0,2.49207,9566,4783.0,1957.0,7608.0,2,4532.0,7608.0,35,4474.0,14652.0,407.83,388.26,1,157.0,6950.0,6950.0,0.0,8724.0,6950.0,0.0,3,0.0,0,0.0,0,11,78.57,15,28.0,15.0,0.14,4,0.0,0,0.0,0,0.0,0,1.0,1,0.75,3,0.0,0,0.0,0,0.25,1,0.0,0,0.25,1,0.2,1,4,28,0.0,8,2,0.25,1,0.6,9,0.65630496,0.91526705,0.93292654,0.9455311,0.917855,0.92738485,15.796933,11.896365,13.334541,7.11874,12.665063,9.976804,0.76472735,0.9471491,0.9588562,0.9659021,0.93770427,0.9578898
1,22.115,44.808,67528,8635,262.0,73.0,763.0,33,12330.0,162.0,2.45884,8635,262.0,73.0,763.0,33,12330.0,162.0,2.45884,9417,4709.0,346.0,9072.0,2,12330.0,346.0,29,14652.0,12676.0,388.26,52.59,1,162.0,331.0,8635.0,1.0,8635.0,10409.0,10078.0,6,0.0,0,0.0,0,11,73.33,17,30.0,17.0,0.3,9,0.2,1,0.0,0,0.0,0,0.6,3,0.56,5,0.0,0,0.0,0,0.44,4,1.0,1,0.67,4,0.71,5,6,30,0.0,24,13,0.2,1,0.76,13,0.64578277,0.92758644,0.94495153,0.952512,0.9325636,0.93636185,16.596714,11.54691,13.310673,7.159457,13.021387,10.340331,0.7478898,0.9615471,0.9611326,0.95861727,0.953811,0.95180756
1,6.987,44.808,67528,2884,222.0,109.0,471.0,13,23821.0,240.0,2.40777,2757,230.0,109.0,471.0,12,23821.0,240.0,2.41168,3176,1588.0,127.0,3048.0,2,23821.0,3048.0,11,23779.0,18648.266732981992,306.79,151.18498241804568,1,240.0,2757.0,2757.0,0.0,2884.0,2757.0,0.0,3,0.0,0,0.1,1,20,64.52,31,58.0,31.0,0.19,11,0.33,1,0.0,0,0.33,1,0.33,1,0.82,9,0.0,0,0.09,1,0.09,1,0.0,0,0.3,3,0.21,3,10,58,4.0,50,25,0.11,1,0.77,24,0.47090423,0.898921,0.92410886,0.91469866,0.9064325,0.90836173,16.67839,11.474248,13.363757,7.4197288,13.75371,10.50063,0.78850377,0.956188,0.9675473,0.970814,0.96670157,0.95918167
1,32.885,44.808,67528,10167,282.0,122.0,913.0,36,27020.0,193.0,2.43995,10167,282.0,122.0,913.0,36,27020.0,193.0,2.43995,11097,5549.0,254.0,10843.0,2,27020.0,10843.0,33,45043.0,45351.0,307.86,193.85,1,193.0,9913.0,9913.0,0.0,10167.0,9913.0,0.0,6,0.0,0,0.25,1,11,68.75,16,38.0,16.0,0.18,7,0.0,0,0.0,0,0.0,0,1.0,1,0.86,6,0.0,0,0.0,0,0.14,1,0.0,0,0.25,1,0.14,1,4,38,6.0,18,6,0.33,1,0.75,12,0.7142586,0.92463255,0.94797707,0.9250703,0.9495157,0.93638325,15.666103,11.325598,12.902622,6.9727902,13.60495,10.195177,0.8295335,0.9652659,0.975886,0.9615474,0.9700456,0.96408916
1,7.628,44.808,67528,6434,247.0,90.0,516.0,26,38032.0,153.0,2.45792,6434,247.0,90.0,516.0,26,38032.0,153.0,2.45792,7011,7011.0,7011.0,7011.0,1,38032.0,7011.0,25,18547.141955040177,45043.0,210.16618045793496,307.86,1,153.0,6434.0,6434.0,1.0,6434.0,6816.0,382.0,4,0.0,0,0.0,0,7,53.85,15,28.0,15.0,0.29,8,0.75,3,0.0,0,0.25,1,0.0,0,0.88,7,0.0,0,0.12,1,0.0,0,0.0,0,0.8,4,0.67,4,5,28,4.0,5,3,0.25,1,0.6,9,0.8400496,0.9457928,0.95953673,0.96549165,0.9604925,0.9532285,15.694267,11.480272,13.247967,7.0458655,13.23716,10.211103,0.77651775,0.9603026,0.9675758,0.96630967,0.9672525,0.95723575
4,71.09,22.628,67528,14382,306.0,83.0,952.0,47,294.0,132.0,2.34871,14382,306.0,83.0,952.0,47,294.0,132.0,2.34871,15570,3892.0,551.0,10303.0,4,294.0,10303.0,40,262.0,10597.0,144.61,179.43,1,0.0,0.0,0.0,1.0034939982917217,14382.0,0.0,0.0,0,0.0,0,0.0,0,4,30.77,14,23.0,14.0,0.61,14,0.57,4,0.0,0,0.0,0,0.43,3,0.64,9,0.0,0,0.07,1,0.29,4,0.0,0,1.0,7,0.78,7,7,23,6.0,0,0,0.0,0,0.64,9,0.73590253,0.921137957,0.942783974,0.949501078,0.936057229,0.941174688,18.6291,11.920566,13.820688,7.672362,14.202026,10.551351,0.8521721,0.96764594,0.97151196,0.97155625,0.96518546,0.9741572
4,50.0,22.628,67528,4875,244.0,78.0,430.0,20,10640.0,189.0,2.41219,4569,240.0,78.0,430.0,19,10640.0,189.0,2.40297,5277,1759.0,849.0,3311.0,3,10640.0,849.0,17,10597.0,11489.0,179.43,136.31,1,0.0,0.0,0.0,0.997792384023363,4875.0,0.0,0.0,0,0.0,0,0.0,0,16,38.1,43,71.0,43.0,0.63,45,0.58,15,0.0,0,0.04,1,0.35,9,0.73,33,0.0,0,0.02,1,0.24,11,0.5,1,1.0,25,0.96,26,25,71,4.33,57,34,0.17,2,0.86,37,0.6294758,0.9135789,0.9248424,0.94975483,0.93076974,0.94066197,18.238056,11.604526,13.622078,7.58495,14.260137,10.553312,0.8223767,0.9436528,0.9556166,0.96044815,0.961886,0.962532
4,61.09,22.628,67528,19041,280.0,116.0,1048.0,68,19681.0,147.0,2.43846,19041,280.0,116.0,1048.0,68,19681.0,147.0,2.43846,20976,6992.0,274.0,19744.0,3,19681.0,958.0,59,19629.0,20640.0,331.93,359.18,1,0.0,0.0,0.0,1.0078853574455033,19041.0,0.0,0.0,0,0.0,0,0.0,0,19,46.34,45,68.0,45.0,0.62,42,0.56,14,0.0,0,0.16,4,0.2,5,0.69,29,0.0,0,0.12,5,0.19,8,0.5,1,1.0,24,0.96,25,24,68,4.0,58,38,0.09,1,0.82,37,0.7073675,0.9073327,0.9335829,0.93568087,0.9321034,0.93124914,16.658276,11.715582,13.1179085,7.2044797,12.881071,10.18338,0.8611145,0.97162336,0.9791677,0.98189193,0.9748464,0.9766316
4,24.295,22.628,67528,8644,288.0,139.0,1076.0,30,0.0,262.0,2.41408,8382,289.0,139.0,1076.0,29,41137.0,144.0,2.41098,9475,4737.0,262.0,9213.0,2,0.0,262.0,26,41056.0,262.0,392.04,144.61,1,262.0,262.0,8644.0,1.0,8644.0,45608.0,45346.0,3,0.0,0,0.0,0,16,61.54,26,41.0,26.0,0.46,19,0.45,5,0.0,0,0.09,1,0.36,4,0.68,13,0.0,0,0.05,1,0.26,5,0.0,0,0.92,11,0.73,11,12,41,4.67,23,15,0.29,2,0.88,23,0.7827488,0.95883524,0.9669865,0.97161555,0.96398956,0.9614684,15.665622,11.445672,12.973144,7.137919,12.894336,10.136733,0.9149632,0.98091495,0.9863682,0.9878294,0.9863635,0.9833096
4,2.885,22.628,67528,3145,262.0,132.0,410.0,12,50426.0,132.0,2.44231,3145,262.0,132.0,410.0,12,50426.0,132.0,2.44231,3477,3477.0,3477.0,3477.0,1,50426.0,3477.0,11,19943.19454881904,53904.0,201.04814408051365,143.15,1,132.0,3145.0,3145.0,1.0,3145.0,4479.0,1335.0,2,0.0,0,0.05,1,20,52.63,41,70.0,41.0,0.53,37,0.42,8,0.0,0,0.11,2,0.47,9,0.54,20,0.0,0,0.08,3,0.38,14,0.0,0,0.95,19,0.86,19,20,70,4.2,49,29,0.15,2,0.73,30,0.7974901,0.92574954,0.948353,0.9624549,0.94613713,0.95413166,16.767118,11.580475,13.414682,7.3556943,12.842591,9.953914,0.83869374,0.9510758,0.96426266,0.9734329,0.9593705,0.9701138
4,34.551,22.628,67528,9210,271.0,99.0,681.0,34,322.0,166.0,2.40018,9210,271.0,99.0,681.0,34,322.0,166.0,2.40018,10099,10099.0,10099.0,10099.0,1,322.0,10099.0,31,300.0,10421.0,81.08,410.27,1,0.0,0.0,0.0,1.0052192734807466,9210.0,0.0,0.0,0,0.0,0,0.06,1,21,58.33,41,65.0,41.0,0.42,27,0.4,6,0.0,0,0.07,1,0.47,7,0.67,18,0.0,0,0.04,1,0.3,8,0.33,1,0.82,14,0.75,15,17,65,4.0,40,26,0.2,2,0.71,29,0.5877464,0.91750854,0.9342484,0.94043034,0.9199297,0.93586147,17.559645,11.61024,13.374739,7.0730343,13.750117,9.970567,0.7983282,0.9578987,0.970044,0.9710662,0.967352,0.96763796
4,8.013,22.628,67528,5427,247.0,127.0,575.0,22,174.0,127.0,2.4533,5427,247.0,127.0,575.0,22,174.0,127.0,2.4533,6022,3011.0,127.0,5896.0,2,174.0,127.0,19,127.0,300.0,279.52,81.08,1,0.0,0.0,0.0,0.9985593333697605,5427.0,0.0,0.0,0,0.0,0,0.0,0,23,45.1,58,89.0,58.0,0.58,52,0.71,20,0.0,0,0.0,0,0.29,8,0.79,41,0.0,0,0.0,0,0.21,11,0.0,0,0.93,28,0.76,28,30,89,4.6,37,24,0.08,1,0.72,42,0.72644705,0.92294747,0.94991124,0.94533485,0.93797654,0.9333431,16.36141,11.4526005,13.192854,7.1093163,13.250881,10.098531,0.90652895,0.9580432,0.972098,0.9732786,0.96289384,0.9604423
4,65.449,22.628,67528,27915,249.0,80.0,762.0,112,0.0,127.0,2.43291,27628,251.0,80.0,762.0,110,16463.0,113.0,2.43242,31091,10364.0,127.0,30804.0,3,0.0,127.0,104,16394.0,127.0,374.66,279.52,2,127.0,127.0,27755.0,1.0,27915.0,42393.0,42266.0,8,0.0,0,0.0,0,8,44.44,20,35.0,20.0,0.46,16,0.57,4,0.0,0,0.0,0,0.43,3,0.81,13,0.0,0,0.0,0,0.19,3,0.0,0,0.88,7,0.64,7,8,35,5.5,21,12,0.25,1,0.8,16,0.8624485,0.93155986,0.95238245,0.95231116,0.9448972,0.9342635,16.504604,11.613917,12.998811,7.19376,13.5639105,10.64169,0.9059226,0.97929436,0.9809277,0.9781994,0.97710055,0.9776758
4,4.551,22.628,67528,2617,262.0,98.0,488.0,10,47294.0,488.0,2.47472,2617,262.0,98.0,488.0,10,47294.0,488.0,2.47472,2827,2827.0,2827.0,2827.0,1,47294.0,2827.0,9,47267.0,50121.0,168.52,358.37,1,488.0,2617.0,2617.0,0.0,2617.0,2617.0,0.0,2,0.0,0,0.0,0,23,56.1,43,71.0,43.0,0.59,42,0.48,10,0.0,0,0.1,2,0.33,7,0.67,28,0.0,0,0.07,3,0.26,11,0.4,2,0.95,19,0.84,21,20,71,6.25,28,17,0.27,3,0.86,37,0.78590816,0.9122265,0.94383794,0.9478882,0.92195165,0.94335675,16.664751,11.860791,13.491631,7.443392,13.256338,10.420688,0.8817339,0.94525397,0.9674319,0.9734257,0.9648618,0.97223747
4,50.0,22.628,67528,10788,263.0,88.0,488.0,41,50180.0,438.0,2.44149,10585,265.0,88.0,488.0,40,50180.0,438.0,2.44345,11823,11823.0,11823.0,11823.0,1,50180.0,11823.0,39,50121.0,62003.0,358.37,312.65,1,438.0,10788.0,10788.0,1.0,10788.0,10948.0,160.0,8,0.0,0,0.0,0,10,41.67,25,37.0,25.0,0.62,23,0.69,11,0.0,0,0.0,0,0.25,4,0.83,19,0.0,0,0.0,0,0.17,4,1.0,1,1.0,15,1.0,16,15,37,4.2,30,20,0.17,1,0.88,22,0.74349046,0.90050286,0.93091094,0.940039,0.92676014,0.9362362,15.912717,11.414155,13.108246,7.0285788,12.603518,9.849818,0.8294392,0.96874034,0.9727073,0.9784796,0.9705918,0.9702947
2,24.423,62.244,67528,5607,312.0,151.0,598.0,18,471.0,151.0,2.2679,5607,312.0,151.0,598.0,18,471.0,151.0,2.2679,5851,1950.0,413.0,4126.0,3,471.0,4126.0,15,451.0,4597.0,78.45,126.05,1,0.0,0.0,0.0,0.9987534894027028,5607.0,0.0,0.0,0,0.0,0,0.0,0,4,57.14,7,11.0,7.0,0.64,7,0.0,0,0.0,0,0.67,2,0.33,1,0.14,1,0.0,0,0.29,2,0.57,4,0.0,0,1.0,3,1.0,3,3,11,0.0,6,4,0.33,1,0.43,3,0.325555269,0.834755242,0.872693483,0.857606444,0.841558702,0.832645892,17.70137,11.720979,13.961988,8.06046,12.372195,10.061073,0.21801332,0.8692529,0.8909162,0.9302689,0.8666101,0.8869847
2,24.423,62.244,67528,5336,314.0,82.0,868.0,17,369.0,82.0,2.39895,5237,327.0,82.0,868.0,16,369.0,82.0,2.40151,5542,1108.0,82.0,2814.0,5,369.0,82.0,11,332.0,451.0,114.42,78.45,1,0.0,0.0,0.0,1.0058061670421592,5336.0,0.0,0.0,0,0.0,0,0.06,1,19,79.17,26,35.0,26.0,0.46,16,0.38,3,0.0,0,0.38,3,0.25,2,0.62,10,0.0,0,0.19,3,0.19,3,0.0,0,0.5,8,0.5,8,16,35,3.75,28,20,0.25,2,0.65,17,0.33392897,0.8404296,0.87057924,0.89091986,0.86234933,0.8422459,18.576717,11.943012,13.673715,8.640935,14.453779,10.817181,0.3433137,0.87887895,0.9080096,0.89543766,0.90027547,0.87872386
2,2.885,62.244,67528,2257,282.0,151.0,673.0,8,7474.0,151.0,2.4493,2257,282.0,151.0,673.0,8,7474.0,151.0,2.4493,2328,582.0,178.0,1350.0,4,7474.0,1350.0,4,7449.0,8824.0,79.54,120.5,1,0.0,0.0,0.0,0.9985086183737758,2257.0,0.0,0.0,0,0.0,0,0.08,1,11,57.89,19,27.0,19.0,0.48,13,0.0,0,0.0,0,0.25,1,0.75,3,0.46,6,0.0,0,0.15,2,0.38,5,0.0,0,0.33,4,0.31,4,12,27,5.0,18,11,0.2,1,0.47,9,0.050771546,0.7413806,0.79832065,0.8020036,0.81109965,0.77948153,17.410526,12.223257,14.046147,8.2834,14.805968,10.076914,0.3486231,0.8768717,0.89614254,0.89886576,0.901688,0.885426
2,1.859,62.244,67528,1517,379.0,258.0,650.0,4,8848.0,315.0,2.45461,1517,379.0,258.0,650.0,4,8848.0,315.0,2.45461,1517,379.0,258.0,650.0,4,8848.0,315.0,0,8824.0,9163.0,120.5,68.52,1,0.0,0.0,0.0,1.0151990622848983,1517.0,0.0,0.0,0,0.0,0,0.0,0,20,60.61,33,49.0,33.0,0.39,19,0.38,3,0.0,0,0.12,1,0.5,4,0.42,8,0.0,0,0.11,2,0.47,9,0.0,0,0.44,8,0.4,8,18,49,3.83,31,20,0.14,1,0.7,23,0.2686112,0.7981371,0.7805503,0.7507886,0.74993277,0.8265752,18.827574,13.066236,14.205904,10.693738,20.741947,10.629714,0.5292423,0.8458516,0.897643,0.831995,0.84774274,0.9097148
